filename,barcode,protocol,batch,total_cycles,max_capacity,min_capacity,initial_capacity,final_capacity,capacity_fade,cycles_to_eol,temp_max_observed,temp_min_observed,temp_mean_observed,ir_max_observed,ir_min_observed,ir_mean_observed
FastCharge_000006_CH19_structure.json,el150800737270,2018-04-12_batch8\20180412-5_3C_54per_4C_newstructure.sdu,Unknown_Batch,1040,1.7666196,0.8801114,1.16865676,1.7666196,-0.511666778875262,987,37.72848129272461,32.507835388183594,36.26365629709684,0.019436080008745193,0.015742281451821327,0.01608334169902194
FastCharge_000006_CH27_structure.json,el150800737378,2018-04-12_batch8\20180412-5_3C_54per_4C_newstructure.sdu,Unknown_Batch,1316,1.7625723999999998,0.88043362,1.16410448,1.7625723999999998,-0.5141015521218506,1223,40.078914642333984,36.969139099121094,39.07620372018553,0.018645791336894035,0.015354249626398087,0.015704182579569903
FastCharge_000006_CH35_structure.json,el150800737259,2018-04-12_batch8\20180412-5_3C_54per_4C_newstructure.sdu,Unknown_Batch,990,1.7649513,0.88167018,1.159515,1.7649513,-0.5221461559358868,949,42.28857421875,38.32997512817383,41.14665123910615,0.018374290317296982,0.015591008588671684,0.015809534472234623
FastCharge_000006_CH3_structure.json,EL150800737380,2018-04-12_batch8\20180412-5_3C_54per_4C_newstructure.sdu,Unknown_Batch,936,1.7645681,0.88024825,1.1567680599999999,1.7645681,-0.5254294797869853,901,37.558189392089844,33.63328170776367,35.23830924074874,0.018774954602122307,0.01521503645926714,0.015686232607580848
FastCharge_000006_CH43_structure.json,el150800737350,2018-04-12_batch8\20180412-5_3C_54per_4C_newstructure.sdu,Unknown_Batch,1159,1.7630869999999998,0.88017184,1.15893952,1.7630869999999998,-0.5212933630911128,1084,42.031829833984375,38.48609161376953,40.96777239742723,0.017725229263305664,0.015220164321362972,0.015534940506777596
FastCharge_000006_CH48_structure.json,el150800737361,2018-04-12_batch8\20180412-5_3C_54per_4C_newstructure.sdu,Unknown_Batch,1157,1.7641533999999999,0.88043225,1.14449522,1.7641533999999999,-0.5414248737535137,1123,38.437129974365234,35.63420486450195,37.45629438368947,0.017819175496697426,0.01548076793551445,0.015680367209165387
FastCharge_000006_CH8_structure.json,el150800737369,2018-04-12_batch8\20180412-5_3C_54per_4C_newstructure.sdu,Unknown_Batch,941,1.7679613999999997,0.88046378,1.1693148,1.7679613999999997,-0.5119635875642724,904,39.38404846191406,35.899349212646484,38.24456629818988,0.019044429063796997,0.015504653565585613,0.015670853125586647
FastCharge_000007_CH24_structure.json,el150800737386,2018-04-12_batch8\20180412-5_9C_15per_4_6C_newstructure.sdu,Unknown_Batch,877,1.7716805,0.88058048,1.1675422999999998,1.7716805,-0.51744437867476,826,40.54148864746094,36.09206771850586,39.050782476618735,0.018894638866186142,0.015105527825653553,0.015430140143372925
FastCharge_000007_CH39_structure.json,el150800737320,2018-04-12_batch8\20180412-5_9C_15per_4_6C_newstructure.sdu,Unknown_Batch,859,1.7649932000000002,0.88007307,1.16410042,1.7649932000000002,-0.516186378491299,812,33.291324615478516,31.461442947387695,32.49868916299484,0.01800519786775112,0.014552172273397446,0.01482345958753154
FastCharge_000008_CH47_structure.json,EL150800460485,2017-05-12_TESTS\20170512-8C-35PER_3_6C.SDU,Unknown_Batch,617,1.6893852999999999,0.87921482,1.20576164,0.87921482,0.2708220341128119,536,40.767669677734375,34.44457244873047,37.651108165227804,0.02086624503135681,0.0170879028737545,0.01795313357582355
FastCharge_000008_CH48_structure.json,EL150800460656,2017-05-12_TESTS\20170512-8C-35PER_3_6C.SDU,Unknown_Batch,600,1.6924089,0.87942636,1.20573044,0.87942636,0.27062772007315333,528,42.076568603515625,35.86503219604492,38.79859074274699,0.020511681213974953,0.0,0.017227447746942442
FastCharge_000009_CH4_structure.json,el150800460597,2017-06-30_tests\20170630-4_8C_80per_4_8C.sdu,Unknown_Batch,526,1.9539083,0.82433027,1.2449164,0.82433027,0.33784287041282446,417,37.816673278808594,30.132884979248047,32.2235372492569,0.02901601791381836,0.01677769422531128,0.017837334647349757
FastCharge_000009_CH7_structure.json,el150800460611,2017-06-30_tests\20170630-4_8C_80per_4_8C.sdu,Unknown_Batch,489,1.9520855,0.82391208,1.2444051200000001,0.82391208,0.33790687071425746,374,34.01215744018555,29.611186981201172,30.53204318009515,0.02950308844447136,0.01692763902246952,0.017917664519726376
FastCharge_000009_CH8_structure.json,el150800460596,2017-06-30_tests\20170630-4_8C_80per_4_8C.sdu,Unknown_Batch,500,1.9627945,0.82372713,1.2543129199999998,0.82372713,0.3432841862140748,369,38.501094818115234,33.28125762939453,36.72291635894776,0.029966946691274643,0.017280708998441696,0.018322633352130652
FastCharge_000010_CH44_structure.json,el150800460498,2017-06-30_tests\20170630-6C_31per_4_25C.sdu,Unknown_Batch,489,1.9639299,0.82369632,1.2516669999999999,0.82369632,0.3419205587428604,386,41.29740905761719,34.601688385009766,39.54071243067704,0.030206704512238503,0.01787979155778885,0.018715664706286234
FastCharge_000011_CH26_structure.json,el150800460604,2017-06-30_tests\20170630-4_9C_69per_4_25C.sdu,Unknown_Batch,524,1.9691290000000001,0.82447267,1.2519917200000001,0.82447267,0.3414711480679761,427,42.099056243896484,34.81934356689453,39.93272891299415,0.02958989143371582,0.016837667673826218,0.017773785567949063
FastCharge_000012_CH13_structure.json,el150800737280,2018-04-12_batch8\20180412-5_6C_36per_4_3C_newstructure.sdu,Unknown_Batch,1116,1.7622565,0.88058406,1.16222268,1.7622565,-0.5162812861301244,1053,43.391929626464844,38.92644119262695,41.7406400352396,0.017999181523919106,0.01487695425748825,0.01516456229739078
FastCharge_000012_CH15_structure.json,el150800737213,2018-04-12_batch8\20180412-5_6C_36per_4_3C_newstructure.sdu,Unknown_Batch,828,1.5448492,0.88066918,1.15021938,0.88066918,0.23434677304776413,794,43.11359405517578,31.209373474121094,39.07419581344162,0.017866160720586777,0.015049953013658524,0.015241214097814931
FastCharge_000012_CH21_structure.json,el150800737314,2018-04-12_batch8\20180412-5_6C_36per_4_3C_newstructure.sdu,Unknown_Batch,933,1.7688172999999998,0.88080788,1.17331658,1.7688172999999998,-0.5075362695377574,883,38.252220153808594,34.852203369140625,37.14586282466386,0.019741829484701157,0.01593673974275589,0.016199780298678437
FastCharge_000012_CH23_structure.json,el150800737387,2018-04-12_batch8\20180412-5_6C_36per_4_3C_newstructure.sdu,Unknown_Batch,859,1.7690567,0.88065648,1.1733203600000002,1.7690567,-0.5077354491658184,813,38.52890396118164,34.82786560058594,37.30955182076611,0.018981777131557465,0.015286244451999664,0.015585514619226574
FastCharge_000012_CH29_structure.json,el150800737275,2018-04-12_batch8\20180412-5_6C_36per_4_3C_newstructure.sdu,Unknown_Batch,1156,1.7637577000000002,0.88007373,1.1702036199999999,1.7637577000000002,-0.507222905360693,1066,40.562740325927734,37.320926666259766,39.58792220514951,0.018471654504537582,0.015178322792053223,0.015713303098551748
FastCharge_000012_CH37_structure.json,el150800737251,2018-04-12_batch8\20180412-5_6C_36per_4_3C_newstructure.sdu,Unknown_Batch,851,1.7651028999999998,0.88002509,1.15924896,1.7651028999999998,-0.5226262527766251,807,42.35615158081055,37.85308837890625,40.65069458599516,0.017894191667437553,0.014862282201647758,0.01503534970824748
FastCharge_000012_CH45_structure.json,el150800737365,2018-04-12_batch8\20180412-5_6C_36per_4_3C_newstructure.sdu,Unknown_Batch,924,1.7807304,0.88060242,1.1564188400000002,1.7807304,-0.53986629965316,895,43.77204513549805,38.930885314941406,41.66049714934774,0.018674246966838837,0.01505681499838829,0.01531556364072253
FastCharge_000012_CH5_structure.json,el150800739495,2018-04-12_batch8\20180412-5_6C_36per_4_3C_newstructure.sdu,Unknown_Batch,787,1.7727548,0.88062328,1.1475835399999998,1.7727548,-0.5447718952120908,752,40.04496383666992,36.10776138305664,38.48746820568584,0.021360397338867188,0.017006676644086838,0.018466554328874986
FastCharge_000013_CH13_structure.json,EL150800463980,2017-05-12_TESTS\20170512-5_4C-50PER_3C.SDU,Unknown_Batch,906,1.6805941000000002,0.96101874,1.19635482,0.96101874,0.1967109389838042,906,41.307273864746094,35.060768127441406,38.59379235324481,0.018226269632577896,0.0,0.01693306401552875
FastCharge_000013_CH14_structure.json,EL150800463882,2017-05-12_TESTS\20170512-5_4C-50PER_3C.SDU,Unknown_Batch,789,1.6605284,0.87968397,1.17520342,0.87968397,0.25146238087019873,722,41.47976303100586,34.732112884521484,37.90262023094187,0.019324414432048798,0.0,0.01656661922742432
FastCharge_000014_CH23_structure.json,EL150800460653,2017-05-12_TESTS\20170512-5_4C-60PER_3_6C.SDU,Unknown_Batch,863,1.6806539,0.87985319,1.20122174,0.87985319,0.267534743418813,784,41.53996276855469,34.46732711791992,37.860443597044345,0.0199892520904541,0.0,0.01694666572683518
FastCharge_000014_CH24_structure.json,EL150800460522,2017-05-12_TESTS\20170512-5_4C-60PER_3_6C.SDU,Unknown_Batch,858,1.617222,0.87967718,1.1812385600000002,0.87967718,0.2552925295632071,789,41.1981086730957,34.291683197021484,37.47962075346833,0.01926795393228531,0.0,0.01697532301399605
FastCharge_000015_CH12_structure.json,el150800737294,2018-04-12_batch8\20180412-5_6C_19per_4_6C_newstructure.sdu,Unknown_Batch,1268,1.7601542000000001,0.88013124,1.15993776,1.7601542000000001,-0.5174557296936346,1175,44.6628532409668,39.267723083496094,42.67111425971383,0.017541196197271347,0.014287520200014114,0.014830074375877245
FastCharge_000015_CH14_structure.json,el150800739476,2018-04-12_batch8\20180412-5_6C_19per_4_6C_newstructure.sdu,Unknown_Batch,1049,1.7652298,0.88001466,1.17318064,1.7652298,-0.5046530259824267,975,34.95454406738281,32.60165023803711,33.926448687470675,0.01819361001253128,0.015042193233966827,0.01526791142660226
FastCharge_000015_CH20_structure.json,el150800737276,2018-04-12_batch8\20180412-5_6C_19per_4_6C_newstructure.sdu,Unknown_Batch,818,1.7731712,0.88113368,1.16749212,1.7731712,-0.5187864394322422,770,41.606658935546875,36.91145324707031,39.877709064623545,0.018892180174589157,0.015349261462688446,0.015635458590840798
FastCharge_000015_CH22_structure.json,el150800737319,2018-04-12_batch8\20180412-5_6C_19per_4_6C_newstructure.sdu,Unknown_Batch,817,1.7646043000000002,0.88024569,1.1636607,1.7646043000000002,-0.5164251057030629,773,40.73103332519531,36.526283264160156,39.23394025524798,0.01838991977274418,0.01483789924532175,0.015143003286235263
FastCharge_000015_CH28_structure.json,el150800737274,2018-04-12_batch8\20180412-5_6C_19per_4_6C_newstructure.sdu,Unknown_Batch,1147,1.7632756,0.88003904,1.16763868,1.7632756,-0.5101209219961778,1061,40.81816101074219,37.582332611083984,39.859333550503905,0.017740929499268532,0.01496284268796444,0.015189377974260862
FastCharge_000015_CH36_structure.json,el150800737287,2018-04-12_batch8\20180412-5_6C_19per_4_6C_newstructure.sdu,Unknown_Batch,1029,1.7627586,0.88023561,1.1714509999999998,1.7627586,-0.5047651160825337,959,42.70512771606445,38.741634368896484,41.578420318366256,0.01900409907102585,0.01553861889988184,0.015831528329249722
FastCharge_000015_CH44_structure.json,el150800739477,2018-04-12_batch8\20180412-5_6C_19per_4_6C_newstructure.sdu,Unknown_Batch,1094,1.7645751,0.88011736,1.1625029,1.7645751,-0.5179102779012422,1017,41.51407241821289,38.11913299560547,40.56663513532286,0.01885438710451126,0.015273038297891617,0.01550632109269636
FastCharge_000015_CH4_structure.json,el150800737390,2018-04-12_batch8\20180412-5_6C_19per_4_6C_newstructure.sdu,Unknown_Batch,797,1.7684823,0.88070726,1.1579404800000002,1.7684823,-0.5272652874178816,757,41.785011291503906,36.918243408203125,39.95851095048816,0.018607374280691147,0.014995565637946129,0.015406656878272368
FastCharge_000016_CH17_structure.json,el150800460478,2017-06-30_tests\20170630-4_4C_24per_5C.sdu,Unknown_Batch,527,1.9591675,0.82363713,1.2459226600000002,0.82363713,0.33893398326987656,402,37.277339935302734,32.70645523071289,35.05961688510381,0.029873082414269447,0.016974877566099167,0.01824990729580455
FastCharge_000017_CH17_structure.json,el150800737307,2018-04-12_batch8\20180412-4_8C_80per_4_8C_newstructure.sdu,Unknown_Batch,1837,1.7601441999999998,0.88036358,1.1659480800000002,1.7601441999999998,-0.5096248539643374,1715,36.96110534667969,32.31935119628906,35.21619130997925,0.018442915752530098,0.015372629277408123,0.015649082932051396
FastCharge_000017_CH1_structure.json,el150800737277,2018-04-12_batch8\20180412-4_8C_80per_4_8C_newstructure.sdu,Unknown_Batch,1079,1.7653234,0.88064086,1.1604775200000002,1.7653234,-0.5212043056206722,1015,37.382118225097656,34.484039306640625,36.33854946104656,0.018177974969148636,0.015276617370545864,0.015491024686836666
FastCharge_000017_CH25_structure.json,el150800737345,2018-04-12_batch8\20180412-4_8C_80per_4_8C_newstructure.sdu,Unknown_Batch,1639,1.7612144,0.88014877,1.1592675800000003,1.7612144,-0.5192475235096281,1529,41.03635787963867,37.44658660888672,39.44967477506366,0.0166881512850523,0.015147753991186619,0.015332464054295062
FastCharge_000017_CH33_structure.json,el150800737299,2018-04-12_batch8\20180412-4_8C_80per_4_8C_newstructure.sdu,Unknown_Batch,2190,1.5608052,0.93701142,1.1651137,0.93701142,0.19577684135033344,2190,39.143856048583984,35.52168273925781,37.974004113184264,0.01570977084338665,0.014972727745771408,0.01535741301406532
FastCharge_000017_CH41_structure.json,el150800737297,2018-04-12_batch8\20180412-4_8C_80per_4_8C_newstructure.sdu,Unknown_Batch,2238,1.5647508999999997,0.97388279,1.17114646,0.97388279,0.16843637985295187,2238,41.141292572021484,37.5812873840332,39.8531234458262,0.016054002568125725,0.015037761069834232,0.01543250450801181
FastCharge_000017_CH46_structure.json,el150800737364,2018-04-12_batch8\20180412-4_8C_80per_4_8C_newstructure.sdu,Unknown_Batch,1391,1.7624627,0.88049883,1.1461486600000002,1.7624627,-0.5377260921807471,1341,41.59273147583008,37.53960418701172,39.48013756791094,0.018680183216929436,0.009652195498347282,0.014790482521137472
FastCharge_000017_CH6_structure.json,el150800737377,2018-04-12_batch8\20180412-4_8C_80per_4_8C_newstructure.sdu,Unknown_Batch,1643,1.7596817,0.88037544,1.16749046,1.7596817,-0.5072343289211974,1531,40.95941925048828,34.933067321777344,37.93252602482597,0.0188555046916008,0.015329788438975811,0.016012707882749548
FastCharge_000017_CH9_structure.json,el150800739484,2018-04-12_batch8\20180412-4_8C_80per_4_8C_newstructure.sdu,Unknown_Batch,1802,1.7607841,0.88047254,1.16907548,1.7607841,-0.5061338041235797,1675,36.75849151611328,33.69585418701172,35.831852293702525,0.017851579934358597,0.015388541854918003,0.01567367433190974
FastCharge_000018_CH18_structure.json,EL150800464881,2017-05-12_TESTS\20170512-5_4C-70PER_3C.SDU,Unknown_Batch,789,1.6751716,0.87974381,1.2032356199999998,0.87974381,0.2688515903476992,693,41.89710235595703,35.50583267211914,38.79814180826204,0.02011801116168499,0.015899531543254852,0.017038993905705645
FastCharge_000019_CH29_structure.json,EL150800460640,2017-05-12_TESTS\20170512-6C-60PER_3C.SDU,Unknown_Batch,732,1.6841866,0.8798033000000002,1.19914134,0.8798033000000002,0.2663055882970391,652,40.844322204589844,34.82596969604492,37.849403746141114,0.020207183435559273,0.0,0.01667612793351539
FastCharge_000019_CH30_structure.json,EL150800460436,2017-05-12_TESTS\20170512-6C-60PER_3C.SDU,Unknown_Batch,758,1.6979023000000002,0.87880522,1.2136790000000002,0.87880522,0.2759162678105167,668,42.99176788330078,37.102882385253906,39.92300829723831,0.01976912096142769,0.01591273583471775,0.016911064434334596
FastCharge_000020_CH23_structure.json,el150800460501,2017-06-30_tests\20170630-4_65C_69per_6C.sdu,Unknown_Batch,564,1.9699535,0.82422954,1.25387634,0.82422954,0.34265484266175716,417,38.80268096923828,33.58086395263672,37.42784156528771,0.029934655874967575,0.01686781272292137,0.018012652342069023
FastCharge_000021_CH28_structure.json,el150800460510,2017-06-30_tests\20170630-4C_31per_5.5C.sdu,Unknown_Batch,493,1.9492308999999997,0.82493001,1.2466556800000002,0.82493001,0.3382856042496033,305,42.09771728515625,34.75503921508789,40.20933269632274,0.029597321525216103,0.01613360270857811,0.01745837145913808
FastCharge_000022_CH24_structure.json,el150800460614,2017-06-30_tests\20170630-4_9C_27per_4_75C.sdu,Unknown_Batch,497,1.9485314999999999,0.82398063,1.2425367999999999,0.82398063,0.3368561558901112,389,38.976593017578125,33.508575439453125,37.21902884132186,0.029468122869729996,0.017141468822956085,0.01798886986415631
FastCharge_000023_CH37_structure.json,EL150800460506,2017-05-12_TESTS\20170512-7C-40PER_3C.SDU,Unknown_Batch,705,1.6859021,0.87998003,1.19955634,0.87998003,0.26641208865604427,630,38.340904235839844,32.99494171142578,35.300778852963276,0.020198658108711243,0.0,0.01699595495477213
FastCharge_000023_CH38_structure.json,EL150800460601,2017-05-12_TESTS\20170512-7C-40PER_3C.SDU,Unknown_Batch,649,1.6747086,0.87928724,1.1948392799999998,0.87928724,0.26409580374692726,585,40.974510192871094,35.54837417602539,37.85535185803618,0.02042296901345253,0.0,0.017079675197027314
FastCharge_000024_CH45_structure.json,el150800460474,2017-06-30_tests\20170630-6C_40per_4C.sdu,Unknown_Batch,481,1.9563667000000002,0.82268399,1.24780458,0.82268399,0.3406948466241404,393,41.48307418823242,34.46089553833008,39.61343392512902,0.029793091118335724,0.01740877702832222,0.018403116977636136
FastCharge_000025_CH7_structure.json,EL150800464883,2017-05-12_TESTS\20170512-4_4C-80PER_4_4C.SDU,Unknown_Batch,1075,1.6690023999999997,0.87916625,1.19459692,0.87916625,0.2640477844191997,910,38.37042999267578,30.44219398498535,34.82643116263456,0.020664991810917854,0.0,0.016421212742841522
FastCharge_000026_CH5_structure.json,EL150800464977,2017-05-12_TESTS\20170512-4C-80PER_4C.SDU,Unknown_Batch,210,1.0920783,0.87950373,0.9954333140000001,0.87950373,0.11646142676715768,210,37.125221252441406,29.694580078125,31.49557417914981,0.01905120722949505,0.016427576541900635,0.017414126802413235
FastCharge_000026_CH6_structure.json,EL150800464865,2017-05-12_TESTS\20170512-4C-80PER_4C.SDU,Unknown_Batch,484,1.6754677,0.87931371,1.14296936,0.87931371,0.23067604366927205,401,36.49106216430664,33.81309509277344,34.96679522774436,0.019245117902755737,0.016947250813245773,0.01741226921088932
FastCharge_000027_CH31_structure.json,el150800460527,2017-06-30_tests\20170630-5_2C_10per_4_75C.sdu,Unknown_Batch,509,1.9432573,0.82404202,1.2423064799999999,0.82404202,0.3366837948072201,406,39.436893463134766,33.830562591552734,38.02191890574157,0.029834475368261337,0.01736297644674778,0.018088838971112003
FastCharge_000028_CH19_structure.json,EL150800464898,2017-05-12_TESTS\20170512-5_4C-40PER_3_6C.SDU,Unknown_Batch,879,1.6803555000000001,0.96902454,1.20822888,0.96902454,0.19797932656600628,879,38.40336990356445,31.15863037109375,35.604697156956036,0.018373308703303337,0.01635526493191719,0.017134885332283308
FastCharge_000028_CH20_structure.json,EL150800460468,2017-05-12_TESTS\20170512-5_4C-40PER_3_6C.SDU,Unknown_Batch,1055,1.5365615,0.87983298,1.1738024200000001,0.87983298,0.25044201220849427,990,40.49238204956055,34.03067398071289,37.6976698672037,0.020871851593255997,0.0,0.017382080994228617
FastCharge_000029_CH10_structure.json,EL150800463886,2017-05-12_TESTS\20170512-4_8C-80PER_4_8C.SDU,Unknown_Batch,637,1.6807459999999999,0.87894142,1.19704406,0.87894142,0.2657401265580818,588,40.5988655090332,34.7828254699707,37.642075626966154,0.02060234546661377,0.0,0.016945532974867467
FastCharge_000029_CH9_structure.json,EL150800465027,2017-05-12_TESTS\20170512-4_8C-80PER_4_8C.SDU,Unknown_Batch,871,1.6928653999999999,0.87985802,1.2137549799999998,0.87985802,0.2750942039389201,775,40.4713020324707,33.47323226928711,37.26825115409702,0.019941769540309906,0.0,0.016568888943261723
FastCharge_000030_CH30_structure.json,el150800460449,2017-06-30_tests\20170630-4C_4per_4_85C.sdu,Unknown_Batch,511,1.9617714,0.82369971,1.25478612,0.82369971,0.3435536966252065,405,41.034645080566406,34.00144958496094,39.283115267520316,0.02942235954105854,0.016895344480872154,0.01763769723985293
FastCharge_000031_CH9_structure.json,el150800460518,2017-06-30_tests\20170629-1C_4per_6C.sdu,Unknown_Batch,328,1.9547251,0.82398337,1.24754218,0.82398337,0.33951462065996035,171,35.093467712402344,30.755775451660156,32.59643791943061,0.029466843232512474,0.016423750668764114,0.018690809573433022
FastCharge_000032_CH22_structure.json,el150800463245,2017-06-30_tests\20170630-4_65C_44per_5C.sdu,Unknown_Batch,542,1.9583158,0.82468003,1.25548512,0.82468003,0.3431383479877483,248,38.292659759521484,32.819583892822266,36.399318751373855,0.02947249636054039,0.016841407865285873,0.017759242366545754
FastCharge_000033_CH14_structure.json,el150800460635,2017-06-30_tests\20170630-3_6C_2per_4_85C.sdu,Unknown_Batch,509,1.9561944,0.8230468000000001,1.24547916,0.8230468000000001,0.33917256391507977,401,39.17689514160156,33.30235290527344,37.346942631809554,0.029313284903764725,0.01672736369073391,0.017521699370856604
FastCharge_000034_CH27_structure.json,el150800460466,2017-06-30_tests\20170630-4C_13per_5C.sdu,Unknown_Batch,507,1.9510428,0.82314944,1.2475337199999998,0.82314944,0.3401786045510657,251,40.486732482910156,34.19379425048828,38.86159776465662,0.03021043911576271,0.016988124698400497,0.018027643017338578
FastCharge_000035_CH12_structure.json,el150800460673,2017-06-30_tests\20170629-2C_7per_5_5C.sdu,Unknown_Batch,363,1.9522322,0.82336694,1.2438195200000002,0.82336694,0.3380334310881374,199,41.632694244384766,34.98971176147461,39.77878813310103,0.029654545709490776,0.015852956101298332,0.017858217067544455
