future_soh_true,future_soh_pred,future_soh_std,ci_low,ci_high,prediction_error,abs_error_percent,current_soh_true,current_soh_pred,current_error,eol_true,eol_pred_prob,eol_pred_binary
0.99883074,0.99152195,0.005357822,0.9810206,1.0020233,0.007308781,0.7308781,1.0,0.9956155,0.0043845177,0.0,3.7560172e-10,0
0.99878055,0.9922312,0.00816914,0.97621965,1.0082427,0.0065493584,0.65493584,1.0,0.99634093,0.0036590695,0.0,1.7416203e-10,0
0.99856234,0.99184674,0.0073445276,0.97745144,1.006242,0.0067155957,0.6715596,1.0,0.99607855,0.003921449,0.0,1.878674e-10,0
0.9983412,0.99262464,0.0054161237,0.98200905,1.0032402,0.0057165623,0.5716562,1.0,0.99445266,0.0055473447,0.0,3.8440476e-10,0
0.9983315,0.98985636,0.008461547,0.9732717,1.006441,0.008475125,0.8475125,1.0,0.9943099,0.005690098,0.0,4.4206336e-10,0
0.9982728,0.9837847,0.0092876535,0.9655809,1.0019885,0.014488101,1.4488101,0.99896276,0.99253017,0.006432593,0.0,5.005337e-10,0
0.9982206,0.99291503,0.0065781227,0.9800219,1.0058081,0.0053055882,0.5305588,1.0,0.99856657,0.0014334321,0.0,5.494164e-10,0
0.99817055,0.9791339,0.012030074,0.95555496,1.0027128,0.01903665,1.9036651,1.0,0.9864907,0.0135092735,0.0,3.005789e-07,0
0.99809575,0.97206414,0.018349946,0.9360982,1.00803,0.026031613,2.6031613,1.0,0.98241675,0.017583251,0.0,2.0400295e-09,0
0.9980517,0.9908522,0.0063376445,0.9784304,1.003274,0.007199526,0.7199526,1.0,0.99518,0.004819989,0.0,1.1236664e-10,0
0.9979471,0.9913255,0.006702113,0.97818935,1.0044616,0.006621599,0.6621599,1.0,0.9954085,0.0045915246,0.0,7.021167e-10,0
0.99792284,0.99172795,0.005501319,0.98094535,1.0025105,0.0061948895,0.61948895,1.0,0.99364436,0.0063556433,0.0,3.3477143e-09,0
0.9978662,0.9879754,0.00973779,0.96888936,1.0070615,0.009890795,0.9890795,1.0,0.9922707,0.007729292,0.0,5.0100772e-09,0
0.9978078,0.98999965,0.0073414193,0.9756105,1.0043888,0.007808149,0.7808149,1.0,0.99530643,0.0046935678,0.0,5.264522e-10,0
0.9977757,0.9888526,0.008801499,0.97160167,1.0061035,0.008923054,0.8923054,0.99983186,0.99454427,0.0052875876,0.0,4.9567517e-10,0
0.9978116,0.9890726,0.007532296,0.9743093,1.0038359,0.008738995,0.87389946,0.99978775,0.99470043,0.005087316,0.0,7.255354e-10,0
0.99788755,0.9828944,0.008172545,0.9668762,0.99891263,0.014993131,1.4993131,0.9997205,0.9881848,0.011535704,0.0,7.9793105e-09,0
0.99786633,0.9847714,0.012541053,0.9601909,1.0093518,0.013094962,1.3094962,0.9998584,0.9906533,0.009205103,0.0,3.182692e-09,0
0.9977181,0.9831748,0.008996374,0.9655419,1.0008076,0.014543295,1.4543295,0.9999759,0.98772776,0.012248158,0.0,8.1908444e-09,0
0.9976113,0.9848483,0.008584687,0.96802235,1.0016743,0.012762964,1.2762964,1.0,0.99073863,0.00926137,0.0,3.4790213e-09,0
0.9975784,0.98822767,0.008476446,0.9716138,1.0048414,0.009350717,0.9350717,0.99997556,0.99372685,0.0062487125,0.0,3.1097245e-09,0
0.9974996,0.9853195,0.010094593,0.9655341,1.0051049,0.01218009,1.218009,0.9999662,0.9934756,0.006490588,0.0,6.4076198e-09,0
0.99749506,0.97919875,0.013129387,0.95346516,1.0049324,0.018296301,1.8296301,0.99992234,0.99109113,0.008831203,0.0,1.9063837e-08,0
0.99758565,0.98339546,0.009195053,0.96537316,1.0014178,0.014190197,1.4190197,0.9998071,0.9887245,0.01108259,0.0,2.0125864e-08,0
0.9976965,0.98753864,0.007151033,0.9735226,1.0015546,0.010157883,1.0157883,0.99966234,0.9927241,0.006938219,0.0,3.5952128e-09,0
0.997751,0.9813808,0.010664248,0.9604789,1.0022827,0.016370177,1.6370177,0.9994324,0.9869582,0.012474179,0.0,1.3824272e-08,0
0.9977851,0.97383624,0.014182048,0.94603944,1.001633,0.023948848,2.3948848,0.9994488,0.9876604,0.011788368,0.0,2.398138e-08,0
0.99777937,0.9568508,0.022639222,0.91247797,1.0012237,0.040928543,4.0928545,0.99937636,0.9703922,0.02898413,0.0,1.0337524e-06,0
0.99778664,0.96857995,0.013215044,0.94267845,0.99448144,0.029206693,2.9206693,0.9993299,0.9798688,0.019461095,0.0,6.091765e-08,0
0.99775165,0.9669796,0.016749946,0.93414974,0.9998095,0.03077203,3.077203,0.9992571,0.97829205,0.02096504,0.0,9.685256e-08,0
