cell_id,barcode,channel,split,cycle_index,dc_internal_resistance,temperature_avg,charge_capacity,charge_energy,coulombic_efficiency_lagged_1,coulombic_efficiency_lagged_2,rul,has_label
1,el150800737229,CH16,train,21,0.013932616,34.10741,1.0595236,3.676824,0.9997887,0.9997071,-1,0
1,el150800737229,CH16,train,22,0.01393751,34.156693,1.059332,3.676322,0.9996917,0.9997887,-1,0
1,el150800737229,CH16,train,23,0.013949298,34.156693,1.0590303,3.675345,0.9997526,0.9996917,-1,0
1,el150800737229,CH16,train,24,0.013939162,34.125652,1.0586891,3.6740394,0.9997998,0.9997526,-1,0
1,el150800737229,CH16,train,25,0.013959137,34.10536,1.0584344,3.6731825,0.99971914,0.9997998,-1,0
1,el150800737229,CH16,train,26,0.01396044,34.068703,1.0582564,3.6726592,0.9996871,0.99971914,-1,0
1,el150800737229,CH16,train,27,0.013978183,34.056255,1.0580024,3.6717854,0.99970675,0.9996871,-1,0
1,el150800737229,CH16,train,28,0.013960128,34.056255,1.057942,3.6715713,0.99975115,0.99970675,-1,0
1,el150800737229,CH16,train,29,0.013987192,34.056255,1.0578166,3.6714392,0.9995963,0.99975115,-1,0
1,el150800737229,CH16,train,30,0.013947357,34.096073,1.0578761,3.671065,0.99963003,0.9995963,-1,0
1,el150800737229,CH16,train,31,0.013981858,34.137356,1.0576764,3.670544,0.9997056,0.99963003,-1,0
1,el150800737229,CH16,train,32,0.0139826005,34.193016,1.0574678,3.6698916,0.9996944,0.9997056,-1,0
1,el150800737229,CH16,train,33,0.014002323,34.222485,1.057325,3.6697724,0.9996788,0.9996944,-1,0
1,el150800737229,CH16,train,34,0.013990675,34.23691,1.0570048,3.6683183,0.9998361,0.9996788,-1,0
1,el150800737229,CH16,train,35,0.013990814,34.23691,1.056818,3.6674023,0.9997073,0.9998361,-1,0
1,el150800737229,CH16,train,36,0.01400048,34.23691,1.0566218,3.6671457,0.9997766,0.9997073,-1,0
1,el150800737229,CH16,train,37,0.013999842,34.225212,1.0563111,3.666091,0.9997702,0.9997766,-1,0
1,el150800737229,CH16,train,38,0.014031044,34.21292,1.0560826,3.6649733,0.99978316,0.9997702,-1,0
1,el150800737229,CH16,train,39,0.014011804,34.204082,1.0557624,3.6643343,0.9998271,0.99978316,-1,0
1,el150800737229,CH16,train,40,0.014012981,34.110004,1.0556731,3.6638217,0.999616,0.9998271,-1,0
1,el150800737229,CH16,train,41,0.014026719,34.107635,1.0553741,3.6634822,0.9997488,0.999616,-1,0
1,el150800737229,CH16,train,42,0.014037488,34.102654,1.0555505,3.6642895,0.9995936,0.9997488,-1,0
1,el150800737229,CH16,train,43,0.014039949,34.102654,1.0551827,3.6630514,0.9997947,0.9995936,-1,0
1,el150800737229,CH16,train,44,0.014047418,34.107635,1.0548329,3.6618688,0.9997342,0.9997947,-1,0
1,el150800737229,CH16,train,45,0.014043071,34.151306,1.0544556,3.660584,0.99976116,0.9997342,-1,0
1,el150800737229,CH16,train,46,0.0140537135,34.17135,1.05427,3.6601067,0.99969584,0.99976116,-1,0
1,el150800737229,CH16,train,47,0.01403019,34.24565,1.054039,3.65866,0.9997538,0.99969584,-1,0
1,el150800737229,CH16,train,48,0.014025531,34.24565,1.0539764,3.6581976,0.9996997,0.9997538,-1,0
1,el150800737229,CH16,train,49,0.014036754,34.24565,1.0535367,3.6570604,0.9997676,0.9996997,-1,0
1,el150800737229,CH16,train,50,0.014033312,34.228264,1.0533862,3.6564538,0.99965286,0.9997676,-1,0
1,el150800737229,CH16,train,51,0.0140265655,34.22744,1.0534029,3.6564095,0.9996224,0.99965286,-1,0
1,el150800737229,CH16,train,52,0.013990082,34.2171,1.0533875,3.6553276,0.99955815,0.9996224,-1,0
1,el150800737229,CH16,train,53,0.013987477,34.172985,1.0531222,3.65428,0.9997138,0.99955815,-1,0
1,el150800737229,CH16,train,54,0.014047419,34.153378,1.052718,3.6543415,0.9996976,0.9997138,-1,0
1,el150800737229,CH16,train,55,0.014033751,34.13331,1.052427,3.6532588,0.9997034,0.9996976,-1,0
1,el150800737229,CH16,train,56,0.014034306,34.11654,1.052188,3.6522133,0.99977314,0.9997034,-1,0
1,el150800737229,CH16,train,57,0.01401263,34.104816,1.0520303,3.651165,0.9996788,0.99977314,-1,0
1,el150800737229,CH16,train,58,0.014003766,34.10374,1.0520848,3.651132,0.99954075,0.9996788,-1,0
1,el150800737229,CH16,train,59,0.014001597,34.102413,1.0518947,3.6502256,0.9996811,0.99954075,-1,0
1,el150800737229,CH16,train,60,0.014018423,34.102413,1.0516237,3.6495774,0.99970365,0.9996811,-1,0
1,el150800737229,CH16,train,61,0.014018615,34.062813,1.0514295,3.6490722,0.99963707,0.99970365,-1,0
1,el150800737229,CH16,train,62,0.014023854,34.02105,1.05127,3.6486764,0.99964285,0.99963707,-1,0
1,el150800737229,CH16,train,63,0.014028603,34.01653,1.0510342,3.6482313,0.99963623,0.99964285,-1,0
1,el150800737229,CH16,train,64,0.014018095,33.966553,1.0507764,3.6472182,0.9997425,0.99963623,-1,0
1,el150800737229,CH16,train,65,0.01402694,33.941536,1.0505604,3.6465478,0.9996805,0.9997425,-1,0
1,el150800737229,CH16,train,66,0.014017304,33.89479,1.0505683,3.6463487,0.99960434,0.9996805,-1,0
1,el150800737229,CH16,train,67,0.014028483,33.81749,1.0502442,3.6455512,0.99962854,0.99960434,-1,0
1,el150800737229,CH16,train,68,0.014025645,33.754177,1.0500772,3.6449368,0.99967694,0.99962854,-1,0
1,el150800737229,CH16,train,69,0.014033071,33.71177,1.0498307,3.644595,0.9996718,0.99967694,-1,0
1,el150800737229,CH16,train,70,0.014028795,33.69095,1.0495616,3.6434705,0.99968183,0.9996718,-1,0
1,el150800737229,CH16,train,71,0.014058094,33.6882,1.0494432,3.6432865,0.9996075,0.99968183,-1,0
1,el150800737229,CH16,train,72,0.014056569,33.677692,1.049135,3.6426663,0.99970144,0.9996075,-1,0
1,el150800737229,CH16,train,73,0.014058586,33.671383,1.0489855,3.642155,0.999715,0.99970144,-1,0
1,el150800737229,CH16,train,74,0.014050681,33.671383,1.0488306,3.6414492,0.999749,0.999715,-1,0
1,el150800737229,CH16,train,75,0.0140805,33.677692,1.0485946,3.640949,0.99964345,0.999749,-1,0
1,el150800737229,CH16,train,76,0.014098166,33.749622,1.0482144,3.640402,0.99977994,0.99964345,-1,0
1,el150800737229,CH16,train,77,0.014084125,33.836246,1.0481155,3.6398425,0.9997671,0.99977994,-1,0
1,el150800737229,CH16,train,78,0.0140955,33.940765,1.0478214,3.6389668,0.9997046,0.9997671,-1,0
1,el150800737229,CH16,train,79,0.014075777,34.073868,1.0477087,3.638553,0.9996985,0.9997046,-1,0
1,el150800737229,CH16,train,80,0.014083881,34.100414,1.0474384,3.6373284,0.9997932,0.9996985,-1,0
1,el150800737229,CH16,train,81,0.014101043,34.1439,1.047173,3.637081,0.9996685,0.9997932,-1,0
1,el150800737229,CH16,train,82,0.014109249,34.180878,1.0469973,3.636751,0.9996692,0.9996685,-1,0
1,el150800737229,CH16,train,83,0.014095224,34.180878,1.0469421,3.6364422,0.9996515,0.9996692,-1,0
1,el150800737229,CH16,train,84,0.014093168,34.28106,1.0467112,3.6355054,0.9996697,0.9996515,-1,0
1,el150800737229,CH16,train,85,0.014088972,34.28106,1.0467153,3.635414,0.9996515,0.9996697,-1,0
1,el150800737229,CH16,train,86,0.01408923,34.28106,1.0464828,3.6346004,0.9997503,0.9996515,-1,0
1,el150800737229,CH16,train,87,0.014097371,34.270412,1.0461994,3.6339095,0.9996976,0.9997503,-1,0
1,el150800737229,CH16,train,88,0.014104657,34.270412,1.0461115,3.633718,0.9996922,0.9996976,-1,0
1,el150800737229,CH16,train,89,0.014087524,34.270412,1.045805,3.632566,0.9997587,0.9996922,-1,0
1,el150800737229,CH16,train,90,0.014092238,34.430313,1.045665,3.632052,0.99964607,0.9997587,-1,0
1,el150800737229,CH16,train,91,0.0140822,34.568787,1.0455465,3.6312797,0.99959725,0.99964607,-1,0
1,el150800737229,CH16,train,92,0.014087726,34.568787,1.0453786,3.6307156,0.9997289,0.99959725,-1,0
1,el150800737229,CH16,train,93,0.014090326,34.568787,1.0451208,3.629978,0.9996651,0.9997289,-1,0
1,el150800737229,CH16,train,94,0.014085362,34.56238,1.0448492,3.6289585,0.99979556,0.9996651,-1,0
1,el150800737229,CH16,train,95,0.014103556,34.445137,1.0446248,3.6287348,0.9996169,0.99979556,-1,0
1,el150800737229,CH16,train,96,0.014106183,34.437603,1.0443678,3.627987,0.99977773,0.9996169,-1,0
1,el150800737229,CH16,train,97,0.014114827,34.411697,1.0440266,3.6268952,0.9997462,0.99977773,-1,0
1,el150800737229,CH16,train,98,0.014125872,34.304745,1.0438472,3.6264815,0.9996634,0.9997462,-1,0
1,el150800737229,CH16,train,99,0.014135641,34.23008,1.0436306,3.6258183,0.99975556,0.9996634,-1,0
1,el150800737229,CH16,train,100,0.014124263,34.093517,1.0434068,3.625136,0.9997271,0.99975556,-1,0
1,el150800737229,CH16,train,101,0.014129212,33.997894,1.043229,3.62462,0.99964255,0.9997271,-1,0
1,el150800737229,CH16,train,102,0.014132082,33.995506,1.0430028,3.624009,0.9996909,0.99964255,-1,0
1,el150800737229,CH16,train,103,0.014153109,33.995506,1.0428053,3.6234617,0.9996538,0.9996909,-1,0
1,el150800737229,CH16,train,104,0.014136761,33.97862,1.0426484,3.6230893,0.99964744,0.9996538,-1,0
1,el150800737229,CH16,train,105,0.014138944,33.931965,1.0425116,3.6227174,0.99959564,0.99964744,-1,0
1,el150800737229,CH16,train,106,0.014140511,33.931965,1.0421207,3.6214354,0.9997975,0.99959564,-1,0
1,el150800737229,CH16,train,107,0.01415079,33.842102,1.0421516,3.6219122,0.9995393,0.9997975,-1,0
1,el150800737229,CH16,train,108,0.014149476,33.785385,1.041694,3.6200743,0.9998321,0.9995393,-1,0
1,el150800737229,CH16,train,109,0.014167849,33.77973,1.0414834,3.619753,0.99967074,0.9998321,-1,0
1,el150800737229,CH16,train,110,0.01416463,33.77973,1.0413013,3.6191714,0.999652,0.99967074,-1,0
1,el150800737229,CH16,train,111,0.014164911,33.785385,1.0410649,3.6184485,0.9996894,0.999652,-1,0
1,el150800737229,CH16,train,112,0.0141561525,33.852726,1.0409052,3.6176367,0.9997544,0.9996894,-1,0
1,el150800737229,CH16,train,113,0.014157968,33.925194,1.0405965,3.6164327,0.9997338,0.9997544,-1,0
1,el150800737229,CH16,train,114,0.014153937,34.144646,1.0405376,3.6162663,0.99962485,0.9997338,-1,0
1,el150800737229,CH16,train,115,0.014139138,34.2826,1.0403277,3.6152065,0.9998183,0.99962485,-1,0
1,el150800737229,CH16,train,116,0.0141341705,34.32125,1.040131,3.614692,0.99959683,0.9998183,-1,0
1,el150800737229,CH16,train,117,0.01413695,34.35466,1.0399667,3.6141524,0.99971116,0.99959683,-1,0
1,el150800737229,CH16,train,118,0.014121712,34.447384,1.0397065,3.6130264,0.9997566,0.99971116,-1,0
1,el150800737229,CH16,train,119,0.014121486,34.472153,1.0396707,3.613002,0.99961984,0.9997566,-1,0
1,el150800737229,CH16,train,120,0.014104927,34.477356,1.0394943,3.6122656,0.99973476,0.99961984,-1,0
1,el150800737229,CH16,train,121,0.014126672,34.521397,1.0393435,3.6119432,0.999723,0.99973476,-1,0
1,el150800737229,CH16,train,122,0.014119695,34.659554,1.0391877,3.6113212,0.9996769,0.999723,-1,0
1,el150800737229,CH16,train,123,0.014109653,34.849052,1.0391041,3.6110635,0.99956244,0.9996769,-1,0
1,el150800737229,CH16,train,124,0.014119772,34.849052,1.038754,3.6097014,0.99970615,0.99956244,-1,0
1,el150800737229,CH16,train,125,0.014103164,34.86992,1.038594,3.6091812,0.9997085,0.99970615,-1,0
1,el150800737229,CH16,train,126,0.014126043,34.88723,1.038335,3.6082869,0.99970937,0.9997085,-1,0
1,el150800737229,CH16,train,127,0.0141132735,34.849052,1.0380076,3.6070218,0.9998532,0.99970937,-1,0
1,el150800737229,CH16,train,128,0.014109045,34.82434,1.0378631,3.6065702,0.9996541,0.9998532,-1,0
1,el150800737229,CH16,train,129,0.01410984,34.72281,1.0377239,3.6063633,0.99958056,0.9996541,-1,0
1,el150800737229,CH16,train,130,0.014120955,34.569023,1.0373662,3.6051023,0.9998794,0.99958056,-1,0
1,el150800737229,CH16,train,131,0.014147655,34.48529,1.0371821,3.6048048,0.99959487,0.9998794,-1,0
1,el150800737229,CH16,train,132,0.014135279,34.47723,1.0370077,3.6043813,0.99967474,0.99959487,-1,0
1,el150800737229,CH16,train,133,0.014143621,34.462273,1.0367367,3.60361,0.99975544,0.99967474,-1,0
1,el150800737229,CH16,train,134,0.014155911,34.462273,1.0366129,3.6033854,0.99969655,0.99975544,-1,0
1,el150800737229,CH16,train,135,0.014151925,34.31909,1.0363629,3.6025577,0.9997411,0.99969655,-1,0
1,el150800737229,CH16,train,136,0.014166225,34.15411,1.0360347,3.601594,0.99976206,0.9997411,-1,0
1,el150800737229,CH16,train,137,0.014181202,34.01231,1.035834,3.6013708,0.99970555,0.99976206,-1,0
1,el150800737229,CH16,train,138,0.014187118,33.99875,1.035657,3.601016,0.9996381,0.99970555,-1,0
1,el150800737229,CH16,train,139,0.014191878,33.99875,1.0354491,3.6003425,0.999829,0.9996381,-1,0
1,el150800737229,CH16,train,140,0.014194807,33.99875,1.0352699,3.599931,0.9996073,0.999829,-1,0
1,el150800737229,CH16,train,141,0.014195556,34.077816,1.0348476,3.5984118,0.999858,0.9996073,-1,0
1,el150800737229,CH16,train,142,0.014207232,34.198196,1.0346707,3.5979598,0.99981207,0.999858,-1,0
1,el150800737229,CH16,train,143,0.014208003,34.222878,1.0344392,3.5973125,0.9996856,0.99981207,-1,0
1,el150800737229,CH16,train,144,0.014212523,34.228325,1.0340811,3.5961795,0.99972004,0.9996856,-1,0
1,el150800737229,CH16,train,145,0.014206927,34.23509,1.0338546,3.5953207,0.9997787,0.99972004,-1,0
1,el150800737229,CH16,train,146,0.014212524,34.273956,1.0337034,3.5950408,0.9995784,0.9997787,-1,0
1,el150800737229,CH16,train,147,0.014209451,34.30606,1.0334941,3.5941586,0.9997816,0.9995784,-1,0
1,el150800737229,CH16,train,148,0.014213155,34.30606,1.0333545,3.5943007,0.9996172,0.9997816,-1,0
1,el150800737229,CH16,train,149,0.014221727,34.556587,1.0331222,3.5931902,0.99978626,0.9996172,-1,0
1,el150800737229,CH16,train,150,0.014192129,34.706276,1.0329058,3.5920277,0.99972314,0.99978626,-1,0
1,el150800737229,CH16,train,151,0.014185413,34.711666,1.0327531,3.5909722,0.9998405,0.99972314,-1,0
1,el150800737229,CH16,train,152,0.014182466,34.77082,1.0326755,3.590924,0.99962556,0.9998405,-1,0
1,el150800737229,CH16,train,153,0.014195556,34.77082,1.0326357,3.5909047,0.9996567,0.99962556,-1,0
1,el150800737229,CH16,train,154,0.0141928,34.77082,1.0324073,3.5905004,0.9996102,0.9996567,-1,0
1,el150800737229,CH16,train,155,0.014184398,34.667282,1.0323348,3.5902255,0.9996167,0.9996102,-1,0
1,el150800737229,CH16,train,156,0.014192016,34.649445,1.0320971,3.5895617,0.99970573,0.9996167,-1,0
1,el150800737229,CH16,train,157,0.014191877,34.649445,1.0318949,3.5889616,0.99958587,0.99970573,-1,0
1,el150800737229,CH16,train,158,0.014178258,34.602077,1.0317292,3.588006,0.9996943,0.99958587,-1,0
1,el150800737229,CH16,train,159,0.014190865,34.53721,1.0316161,3.5878272,0.99964565,0.9996943,-1,0
1,el150800737229,CH16,train,160,0.0141996415,34.53721,1.0313972,3.5870469,0.99973637,0.99964565,-1,0
1,el150800737229,CH16,train,161,0.014204878,34.362625,1.0311091,3.5863287,0.999647,0.99973637,-1,0
1,el150800737229,CH16,train,162,0.014204032,34.25469,1.0309037,3.5857918,0.99967664,0.999647,-1,0
1,el150800737229,CH16,train,163,0.014225945,34.25469,1.0306891,3.5852816,0.9997005,0.99967664,-1,0
1,el150800737229,CH16,train,164,0.014221138,34.25469,1.0304927,3.5846972,0.9997055,0.9997005,-1,0
1,el150800737229,CH16,train,165,0.014216136,34.296425,1.0303454,3.5843875,0.9996727,0.9997055,-1,0
1,el150800737229,CH16,train,166,0.014227747,34.329426,1.0302508,3.5844169,0.9996188,0.9996727,-1,0
1,el150800737229,CH16,train,167,0.014244431,34.331738,1.0299193,3.5834088,0.99979526,0.9996188,-1,0
1,el150800737229,CH16,train,168,0.014250783,34.349735,1.02969,3.5829163,0.9996982,0.99979526,-1,0
1,el150800737229,CH16,train,169,0.014247058,34.356133,1.0293748,3.581546,0.9998588,0.9996982,-1,0
1,el150800737229,CH16,train,170,0.014250884,34.356133,1.0290358,3.580532,0.9998027,0.9998588,-1,0
1,el150800737229,CH16,train,171,0.014263073,34.38001,1.0287371,3.579843,0.99973106,0.9998027,-1,0
1,el150800737229,CH16,train,172,0.014255924,34.42626,1.0284535,3.578656,0.99977106,0.99973106,-1,0
1,el150800737229,CH16,train,173,0.014258391,34.45506,1.0282308,3.5779843,0.999811,0.99977106,-1,0
1,el150800737229,CH16,train,174,0.014274355,34.4595,1.0278939,3.5772007,0.99970007,0.999811,-1,0
1,el150800737229,CH16,train,175,0.014263904,34.504807,1.0279162,3.5775027,0.99964875,0.99970007,-1,0
1,el150800737229,CH16,train,176,0.01427811,34.462883,1.027814,3.5772996,0.99966556,0.99964875,-1,0
1,el150800737229,CH16,train,177,0.014271381,34.4595,1.0275522,3.5765183,0.9998121,0.99966556,-1,0
1,el150800737229,CH16,train,178,0.014272086,34.4595,1.0270628,3.574472,0.9998254,0.9998121,-1,0
1,el150800737229,CH16,train,179,0.0142730875,34.462883,1.0268326,3.5736976,0.99974126,0.9998254,-1,0
1,el150800737229,CH16,train,180,0.014262524,34.462883,1.0266355,3.5729063,0.99975264,0.99974126,-1,0
1,el150800737229,CH16,train,181,0.014261434,34.548164,1.0264682,3.572186,0.99970794,0.99975264,-1,0
1,el150800737229,CH16,train,182,0.0142358355,34.548164,1.0263598,3.5716147,0.99969196,0.99970794,-1,0
1,el150800737229,CH16,train,183,0.014230745,34.548164,1.0261577,3.5708952,0.99964297,0.99969196,-1,0
1,el150800737229,CH16,train,184,0.014242939,34.468388,1.0257403,3.5692165,0.99978244,0.99964297,-1,0
1,el150800737229,CH16,train,185,0.014237747,34.451164,1.0257174,3.5694335,0.9995403,0.99978244,-1,0
1,el150800737229,CH16,train,186,0.014247298,34.451164,1.025388,3.5681808,0.9997659,0.9995403,-1,0
1,el150800737229,CH16,train,187,0.014236829,34.451164,1.0252225,3.5676575,0.9996181,0.9997659,-1,0
1,el150800737229,CH16,train,188,0.014241161,34.568565,1.0248848,3.5663538,0.9998556,0.9996181,-1,0
1,el150800737229,CH16,train,189,0.014240328,34.66603,1.0246608,3.565345,0.9998281,0.9998556,-1,0
1,el150800737229,CH16,train,190,0.014240469,34.74901,1.0243446,3.5642211,0.9998732,0.9998281,-1,0
1,el150800737229,CH16,train,191,0.014232332,34.82141,1.0241615,3.5637155,0.99960434,0.9998732,-1,0
1,el150800737229,CH16,train,192,0.014213539,34.894352,1.0239953,3.562774,0.99971586,0.99960434,-1,0
1,el150800737229,CH16,train,193,0.014202687,34.997635,1.0239797,3.56282,0.99960876,0.99971586,-1,0
1,el150800737229,CH16,train,194,0.014221984,35.01683,1.0235635,3.5614693,0.99988264,0.99960876,-1,0
1,el150800737229,CH16,train,195,0.014227038,35.079353,1.0233387,3.560734,0.99976176,0.99988264,-1,0
1,el150800737229,CH16,train,196,0.014251963,35.079353,1.0232826,3.561113,0.9995923,0.99976176,-1,0
1,el150800737229,CH16,train,197,0.014237171,35.01683,1.0229242,3.5596023,0.9998766,0.9995923,-1,0
1,el150800737229,CH16,train,198,0.0142494,34.995083,1.0226648,3.5587044,0.9997247,0.9998766,-1,0
1,el150800737229,CH16,train,199,0.014242405,34.94573,1.0225843,3.5587897,0.9995851,0.9997247,-1,0
1,el150800737229,CH16,train,200,0.014252093,34.796555,1.0221894,3.55759,0.99973786,0.9995851,-1,0
1,el150800737229,CH16,train,201,0.014242397,34.78743,1.0220177,3.5568023,0.9996577,0.99973786,-1,0
1,el150800737229,CH16,train,202,0.014256127,34.721607,1.0220087,3.5571651,0.9996164,0.9996577,-1,0
1,el150800737229,CH16,train,203,0.014251954,34.549606,1.0215915,3.5555456,0.9998925,0.9996164,-1,0
1,el150800737229,CH16,train,204,0.014273497,34.396793,1.0215034,3.5557845,0.9996118,0.9998925,-1,0
1,el150800737229,CH16,train,205,0.014267341,34.380657,1.0211638,3.554451,0.99983674,0.9996118,-1,0
1,el150800737229,CH16,train,206,0.01429125,34.31548,1.0209907,3.5545385,0.9996101,0.99983674,-1,0
1,el150800737229,CH16,train,207,0.01429973,34.28632,1.020726,3.553717,0.99974763,0.9996101,-1,0
1,el150800737229,CH16,train,208,0.014315671,34.289627,1.0204425,3.5532079,0.9996522,0.99974763,-1,0
1,el150800737229,CH16,train,209,0.014319679,34.289627,1.0203284,3.553046,0.9996467,0.9996522,-1,0
1,el150800737229,CH16,train,210,0.014340401,34.289627,1.0198628,3.551384,0.99978894,0.9996467,-1,0
1,el150800737229,CH16,train,211,0.014343954,34.309692,1.0195881,3.5506957,0.9997998,0.99978894,-1,0
1,el150800737229,CH16,train,212,0.014345021,34.59618,1.0193657,3.5499687,0.99974424,0.9997998,-1,0
1,el150800737229,CH16,train,213,0.014336218,34.741863,1.0192702,3.5495417,0.9997996,0.99974424,-1,0
1,el150800737229,CH16,train,214,0.014311988,34.821655,1.019113,3.5485501,0.99974805,0.9997996,-1,0
1,el150800737229,CH16,train,215,0.014317571,34.821655,1.0188254,3.5475647,0.9997687,0.99974805,-1,0
1,el150800737229,CH16,train,216,0.014291035,34.821655,1.0186033,3.5464265,0.9997732,0.9997687,-1,0
1,el150800737229,CH16,train,217,0.014288409,34.975994,1.0183928,3.54551,0.99974597,0.9997732,-1,0
1,el150800737229,CH16,train,218,0.013873377,34.885056,1.0183063,3.5455275,0.9997024,0.99974597,-1,0
1,el150800737229,CH16,train,219,0.014279818,34.81301,1.0179797,3.5440576,0.99984103,0.9997024,-1,0
1,el150800737229,CH16,train,220,0.014294068,34.779106,1.0179642,3.5444567,0.99958354,0.99984103,-1,0
1,el150800737229,CH16,train,221,0.014295279,34.71769,1.0176535,3.5432374,0.9998397,0.99958354,-1,0
1,el150800737229,CH16,train,222,0.014302924,34.71769,1.0175034,3.5430374,0.9995993,0.9998397,-1,0
1,el150800737229,CH16,train,223,0.014268313,34.71769,1.0172824,3.541874,0.9996991,0.9995993,-1,0
1,el150800737229,CH16,train,224,0.014287382,34.885437,1.0170968,3.5415225,0.99961543,0.9996991,-1,0
1,el150800737229,CH16,train,225,0.014269466,34.89216,1.0168655,3.54017,0.9997997,0.99961543,-1,0
1,el150800737229,CH16,train,226,0.014284873,34.91343,1.0166769,3.5396624,0.99981105,0.9997997,-1,0
1,el150800737229,CH16,train,227,0.0142865535,34.93715,1.0165526,3.5395606,0.9995776,0.99981105,-1,0
1,el150800737229,CH16,train,228,0.014300991,35.008675,1.0161387,3.5380719,0.9998505,0.9995776,-1,0
1,el150800737229,CH16,train,229,0.014302546,35.22766,1.0159998,3.5379312,0.99966705,0.9998505,-1,0
1,el150800737229,CH16,train,230,0.014311494,35.260555,1.0157536,3.5371192,0.99971753,0.99966705,-1,0
1,el150800737229,CH16,train,231,0.014297102,35.29686,1.0155903,3.536399,0.9997393,0.99971753,-1,0
1,el150800737229,CH16,train,232,0.014311633,35.29686,1.0154842,3.5363889,0.99960726,0.9997393,-1,0
1,el150800737229,CH16,train,233,0.014285387,35.29686,1.015278,3.5351956,0.99982923,0.99960726,-1,0
1,el150800737229,CH16,train,234,0.014284807,35.29686,1.0150919,3.5345192,0.9997671,0.99982923,-1,0
1,el150800737229,CH16,train,235,0.014290079,35.226505,1.0149064,3.5338914,0.9997196,0.9997671,-1,0
1,el150800737229,CH16,train,236,0.014271089,35.079098,1.0144446,3.5318558,0.9999268,0.9997196,-1,0
1,el150800737229,CH16,train,237,0.014292346,35.05198,1.0145028,3.5324526,0.9995531,0.9999268,-1,0
1,el150800737229,CH16,train,238,0.014294698,35.02049,1.0141433,3.5310073,0.9998482,0.9995531,-1,0
1,el150800737229,CH16,train,239,0.014269384,35.002663,1.0141484,3.5312219,0.9996329,0.9998482,-1,0
1,el150800737229,CH16,train,240,0.014281967,34.96731,1.0138757,3.530171,0.9998425,0.9996329,-1,0
1,el150800737229,CH16,train,241,0.014304293,35.002663,1.0138062,3.5304363,0.9995657,0.9998425,-1,0
1,el150800737229,CH16,train,242,0.01430605,35.02049,1.0135945,3.529945,0.9995254,0.9995657,-1,0
1,el150800737229,CH16,train,243,0.014292567,35.070328,1.0134152,3.5289958,0.99982023,0.9995254,-1,0
1,el150800737229,CH16,train,244,0.01430804,35.174324,1.0131309,3.5279846,0.99962735,0.99982023,-1,0
1,el150800737229,CH16,train,245,0.014282212,35.343136,1.012878,3.5273635,0.9998207,0.99962735,-1,0
1,el150800737229,CH16,train,246,0.0143083995,35.37704,1.012786,3.5269666,0.99970365,0.9998207,-1,0
1,el150800737229,CH16,train,247,0.0143183675,35.37704,1.012446,3.526145,0.99973655,0.99970365,-1,0
1,el150800737229,CH16,train,248,0.014319231,35.37704,1.0124004,3.5260093,0.99972034,0.99973655,-1,0
1,el150800737229,CH16,train,249,0.01432108,35.363865,1.0127673,3.5272584,0.9995297,0.99972034,-1,0
1,el150800737229,CH16,train,250,0.014345597,35.363865,1.0119258,3.5246403,1.0002872,0.9995297,-1,0
