cell_id,barcode,channel,batch,protocol,split,cycle_index,total_cycles,cycle_index,dc_internal_resistance,temperature_avg,charge_capacity,charge_energy,coulombic_efficiency_lagged_1,coulombic_efficiency_lagged_2,soh,rul
1,el150800737229,CH16,batch3,2018-04-12_batch8\20180412-3_7C_31per_5_9C_newstructure.sdu,train,43,666,43,0.014039949,34.102654,1.0551827,3.6630514,0.9997947,0.9995936,0.9931438,-1
1,el150800737229,CH16,batch3,2018-04-12_batch8\20180412-3_7C_31per_5_9C_newstructure.sdu,train,44,666,44,0.014047418,34.107635,1.0548329,3.6618688,0.9997342,0.9997947,0.9927879,-1
1,el150800737229,CH16,batch3,2018-04-12_batch8\20180412-3_7C_31per_5_9C_newstructure.sdu,train,45,666,45,0.014043071,34.151306,1.0544556,3.660584,0.99976116,0.9997342,0.99249756,-1
1,el150800737229,CH16,batch3,2018-04-12_batch8\20180412-3_7C_31per_5_9C_newstructure.sdu,train,46,666,46,0.0140537135,34.17135,1.05427,3.6601067,0.99969584,0.99976116,0.9922654,-1
1,el150800737229,CH16,batch3,2018-04-12_batch8\20180412-3_7C_31per_5_9C_newstructure.sdu,train,47,666,47,0.01403019,34.24565,1.054039,3.65866,0.9997538,0.99969584,0.9921016,-1
1,el150800737229,CH16,batch3,2018-04-12_batch8\20180412-3_7C_31per_5_9C_newstructure.sdu,train,48,666,48,0.014025531,34.24565,1.0539764,3.6581976,0.9996997,0.9997538,0.9919753,-1
1,el150800737229,CH16,batch3,2018-04-12_batch8\20180412-3_7C_31per_5_9C_newstructure.sdu,train,49,666,49,0.014036754,34.24565,1.0535367,3.6570604,0.9997676,0.9996997,0.99167526,-1
1,el150800737229,CH16,batch3,2018-04-12_batch8\20180412-3_7C_31per_5_9C_newstructure.sdu,train,50,666,50,0.014033312,34.228264,1.0533862,3.6564538,0.99965286,0.9997676,0.99156386,-1
1,el150800737229,CH16,batch3,2018-04-12_batch8\20180412-3_7C_31per_5_9C_newstructure.sdu,train,51,666,51,0.0140265655,34.22744,1.0534029,3.6564095,0.9996224,0.99965286,0.9916433,-1
1,el150800737229,CH16,batch3,2018-04-12_batch8\20180412-3_7C_31per_5_9C_newstructure.sdu,train,52,666,52,0.013990082,34.2171,1.0533875,3.6553276,0.99955815,0.9996224,0.99147445,-1
1,el150800737229,CH16,batch3,2018-04-12_batch8\20180412-3_7C_31per_5_9C_newstructure.sdu,train,53,666,53,0.013987477,34.172985,1.0531222,3.65428,0.9997138,0.99955815,0.9912407,-1
1,el150800737229,CH16,batch3,2018-04-12_batch8\20180412-3_7C_31per_5_9C_newstructure.sdu,train,54,666,54,0.014047419,34.153378,1.052718,3.6543415,0.9996976,0.9997138,0.9908546,-1
1,el150800737229,CH16,batch3,2018-04-12_batch8\20180412-3_7C_31per_5_9C_newstructure.sdu,train,55,666,55,0.014033751,34.13331,1.052427,3.6532588,0.9997034,0.9996976,0.9905116,-1
1,el150800737229,CH16,batch3,2018-04-12_batch8\20180412-3_7C_31per_5_9C_newstructure.sdu,train,56,666,56,0.014034306,34.11654,1.052188,3.6522133,0.99977314,0.9997034,0.9903801,-1
1,el150800737229,CH16,batch3,2018-04-12_batch8\20180412-3_7C_31per_5_9C_newstructure.sdu,train,57,666,57,0.01401263,34.104816,1.0520303,3.651165,0.9996788,0.99977314,0.9903685,-1
1,el150800737229,CH16,batch3,2018-04-12_batch8\20180412-3_7C_31per_5_9C_newstructure.sdu,train,58,666,58,0.014003766,34.10374,1.0520848,3.651132,0.99954075,0.9996788,0.9902806,-1
1,el150800737229,CH16,batch3,2018-04-12_batch8\20180412-3_7C_31per_5_9C_newstructure.sdu,train,59,666,59,0.014001597,34.102413,1.0518947,3.6502256,0.9996811,0.99954075,0.9900794,-1
1,el150800737229,CH16,batch3,2018-04-12_batch8\20180412-3_7C_31per_5_9C_newstructure.sdu,train,60,666,60,0.014018423,34.102413,1.0516237,3.6495774,0.99970365,0.9996811,0.9898903,-1
1,el150800737229,CH16,batch3,2018-04-12_batch8\20180412-3_7C_31per_5_9C_newstructure.sdu,train,61,666,61,0.014018615,34.062813,1.0514295,3.6490722,0.99963707,0.99970365,0.98970175,-1
1,el150800737229,CH16,batch3,2018-04-12_batch8\20180412-3_7C_31per_5_9C_newstructure.sdu,train,62,666,62,0.014023854,34.02105,1.05127,3.6486764,0.99964285,0.99963707,0.98955816,-1
1,el150800737229,CH16,batch3,2018-04-12_batch8\20180412-3_7C_31per_5_9C_newstructure.sdu,train,63,666,63,0.014028603,34.01653,1.0510342,3.6482313,0.99963623,0.99964285,0.98923105,-1
1,el150800737229,CH16,batch3,2018-04-12_batch8\20180412-3_7C_31per_5_9C_newstructure.sdu,train,64,666,64,0.014018095,33.966553,1.0507764,3.6472182,0.9997425,0.99963623,0.9890497,-1
1,el150800737229,CH16,batch3,2018-04-12_batch8\20180412-3_7C_31per_5_9C_newstructure.sdu,train,65,666,65,0.01402694,33.941536,1.0505604,3.6465478,0.9996805,0.9997425,0.9889217,-1
1,el150800737229,CH16,batch3,2018-04-12_batch8\20180412-3_7C_31per_5_9C_newstructure.sdu,train,66,666,66,0.014017304,33.89479,1.0505683,3.6463487,0.99960434,0.9996805,0.9889053,-1
1,el150800737229,CH16,batch3,2018-04-12_batch8\20180412-3_7C_31per_5_9C_newstructure.sdu,train,67,666,67,0.014028483,33.81749,1.0502442,3.6455512,0.99962854,0.99960434,0.98855233,-1
1,el150800737229,CH16,batch3,2018-04-12_batch8\20180412-3_7C_31per_5_9C_newstructure.sdu,train,68,666,68,0.014025645,33.754177,1.0500772,3.6449368,0.99967694,0.99962854,0.9884002,-1
1,el150800737229,CH16,batch3,2018-04-12_batch8\20180412-3_7C_31per_5_9C_newstructure.sdu,train,69,666,69,0.014033071,33.71177,1.0498307,3.644595,0.9996718,0.99967694,0.9881583,-1
1,el150800737229,CH16,batch3,2018-04-12_batch8\20180412-3_7C_31per_5_9C_newstructure.sdu,train,70,666,70,0.014028795,33.69095,1.0495616,3.6434705,0.99968183,0.9996718,0.98797846,-1
1,el150800737229,CH16,batch3,2018-04-12_batch8\20180412-3_7C_31per_5_9C_newstructure.sdu,train,71,666,71,0.014058094,33.6882,1.0494432,3.6432865,0.9996075,0.99968183,0.9877742,-1
1,el150800737229,CH16,batch3,2018-04-12_batch8\20180412-3_7C_31per_5_9C_newstructure.sdu,train,72,666,72,0.014056569,33.677692,1.049135,3.6426663,0.99970144,0.9996075,0.9874706,-1
1,el150800737229,CH16,batch3,2018-04-12_batch8\20180412-3_7C_31per_5_9C_newstructure.sdu,train,73,666,73,0.014058586,33.671383,1.0489855,3.642155,0.999715,0.99970144,0.98729634,-1
1,el150800737229,CH16,batch3,2018-04-12_batch8\20180412-3_7C_31per_5_9C_newstructure.sdu,train,74,666,74,0.014050681,33.671383,1.0488306,3.6414492,0.999749,0.999715,0.98725486,-1
1,el150800737229,CH16,batch3,2018-04-12_batch8\20180412-3_7C_31per_5_9C_newstructure.sdu,train,75,666,75,0.0140805,33.677692,1.0485946,3.640949,0.99964345,0.999749,0.9868979,-1
1,el150800737229,CH16,batch3,2018-04-12_batch8\20180412-3_7C_31per_5_9C_newstructure.sdu,train,76,666,76,0.014098166,33.749622,1.0482144,3.640402,0.99977994,0.99964345,0.9865528,-1
1,el150800737229,CH16,batch3,2018-04-12_batch8\20180412-3_7C_31per_5_9C_newstructure.sdu,train,77,666,77,0.014084125,33.836246,1.0481155,3.6398425,0.9997671,0.99977994,0.98652136,-1
1,el150800737229,CH16,batch3,2018-04-12_batch8\20180412-3_7C_31per_5_9C_newstructure.sdu,train,78,666,78,0.0140955,33.940765,1.0478214,3.6389668,0.9997046,0.9997671,0.9862506,-1
1,el150800737229,CH16,batch3,2018-04-12_batch8\20180412-3_7C_31per_5_9C_newstructure.sdu,train,79,666,79,0.014075777,34.073868,1.0477087,3.638553,0.9996985,0.9997046,0.98605114,-1
1,el150800737229,CH16,batch3,2018-04-12_batch8\20180412-3_7C_31per_5_9C_newstructure.sdu,train,80,666,80,0.014083881,34.100414,1.0474384,3.6373284,0.9997932,0.9996985,0.98591965,-1
1,el150800737229,CH16,batch3,2018-04-12_batch8\20180412-3_7C_31per_5_9C_newstructure.sdu,train,81,666,81,0.014101043,34.1439,1.047173,3.637081,0.9996685,0.9997932,0.9856692,-1
1,el150800737229,CH16,batch3,2018-04-12_batch8\20180412-3_7C_31per_5_9C_newstructure.sdu,train,82,666,82,0.014109249,34.180878,1.0469973,3.636751,0.9996692,0.9996685,0.98552126,-1
1,el150800737229,CH16,batch3,2018-04-12_batch8\20180412-3_7C_31per_5_9C_newstructure.sdu,train,83,666,83,0.014095224,34.180878,1.0469421,3.6364422,0.9996515,0.9996692,0.98545134,-1
1,el150800737229,CH16,batch3,2018-04-12_batch8\20180412-3_7C_31per_5_9C_newstructure.sdu,train,84,666,84,0.014093168,34.28106,1.0467112,3.6355054,0.9996697,0.9996515,0.9852519,-1
1,el150800737229,CH16,batch3,2018-04-12_batch8\20180412-3_7C_31per_5_9C_newstructure.sdu,train,85,666,85,0.014088972,34.28106,1.0467153,3.635414,0.9996515,0.9996697,0.9851584,-1
1,el150800737229,CH16,batch3,2018-04-12_batch8\20180412-3_7C_31per_5_9C_newstructure.sdu,train,86,666,86,0.01408923,34.28106,1.0464828,3.6346004,0.9997503,0.9996515,0.98499143,-1
1,el150800737229,CH16,batch3,2018-04-12_batch8\20180412-3_7C_31per_5_9C_newstructure.sdu,train,87,666,87,0.014097371,34.270412,1.0461994,3.6339095,0.9996976,0.9997503,0.9847301,-1
1,el150800737229,CH16,batch3,2018-04-12_batch8\20180412-3_7C_31per_5_9C_newstructure.sdu,train,88,666,88,0.014104657,34.270412,1.0461115,3.633718,0.9996922,0.9996976,0.9845818,-1
1,el150800737229,CH16,batch3,2018-04-12_batch8\20180412-3_7C_31per_5_9C_newstructure.sdu,train,89,666,89,0.014087524,34.270412,1.045805,3.632566,0.9997587,0.9996922,0.98440427,-1
1,el150800737229,CH16,batch3,2018-04-12_batch8\20180412-3_7C_31per_5_9C_newstructure.sdu,train,90,666,90,0.014092238,34.430313,1.045665,3.632052,0.99964607,0.9997587,0.9843206,-1
1,el150800737229,CH16,batch3,2018-04-12_batch8\20180412-3_7C_31per_5_9C_newstructure.sdu,train,91,666,91,0.0140822,34.568787,1.0455465,3.6312797,0.99959725,0.99964607,0.9840794,-1
1,el150800737229,CH16,batch3,2018-04-12_batch8\20180412-3_7C_31per_5_9C_newstructure.sdu,train,92,666,92,0.014087726,34.568787,1.0453786,3.6307156,0.9997289,0.99959725,0.9839842,-1
1,el150800737229,CH16,batch3,2018-04-12_batch8\20180412-3_7C_31per_5_9C_newstructure.sdu,train,93,666,93,0.014090326,34.568787,1.0451208,3.629978,0.9996651,0.9997289,0.9836132,-1
1,el150800737229,CH16,batch3,2018-04-12_batch8\20180412-3_7C_31per_5_9C_newstructure.sdu,train,94,666,94,0.014085362,34.56238,1.0448492,3.6289585,0.99979556,0.9996651,0.98353326,-1
1,el150800737229,CH16,batch3,2018-04-12_batch8\20180412-3_7C_31per_5_9C_newstructure.sdu,train,95,666,95,0.014103556,34.445137,1.0446248,3.6287348,0.9996169,0.99979556,0.98316383,-1
1,el150800737229,CH16,batch3,2018-04-12_batch8\20180412-3_7C_31per_5_9C_newstructure.sdu,train,96,666,96,0.014106183,34.437603,1.0443678,3.627987,0.99977773,0.9996169,0.98295295,-1
1,el150800737229,CH16,batch3,2018-04-12_batch8\20180412-3_7C_31per_5_9C_newstructure.sdu,train,97,666,97,0.014114827,34.411697,1.0440266,3.6268952,0.9997462,0.99977773,0.9827133,-1
1,el150800737229,CH16,batch3,2018-04-12_batch8\20180412-3_7C_31per_5_9C_newstructure.sdu,train,98,666,98,0.014125872,34.304745,1.0438472,3.6264815,0.9996634,0.9997462,0.9824538,-1
1,el150800737229,CH16,batch3,2018-04-12_batch8\20180412-3_7C_31per_5_9C_newstructure.sdu,train,99,666,99,0.014135641,34.23008,1.0436306,3.6258183,0.99975556,0.9996634,0.9822779,-1
1,el150800737229,CH16,batch3,2018-04-12_batch8\20180412-3_7C_31per_5_9C_newstructure.sdu,train,100,666,100,0.014124263,34.093517,1.0434068,3.625136,0.9997271,0.99975556,0.9821504,-1
1,el150800737229,CH16,batch3,2018-04-12_batch8\20180412-3_7C_31per_5_9C_newstructure.sdu,train,101,666,101,0.014129212,33.997894,1.043229,3.62462,0.99964255,0.9997271,0.9819355,-1
1,el150800737229,CH16,batch3,2018-04-12_batch8\20180412-3_7C_31per_5_9C_newstructure.sdu,train,102,666,102,0.014132082,33.995506,1.0430028,3.624009,0.9996909,0.99964255,0.981759,-1
1,el150800737229,CH16,batch3,2018-04-12_batch8\20180412-3_7C_31per_5_9C_newstructure.sdu,train,103,666,103,0.014153109,33.995506,1.0428053,3.6234617,0.9996538,0.9996909,0.98157936,-1
1,el150800737229,CH16,batch3,2018-04-12_batch8\20180412-3_7C_31per_5_9C_newstructure.sdu,train,104,666,104,0.014136761,33.97862,1.0426484,3.6230893,0.99964744,0.9996538,0.98148257,-1
1,el150800737229,CH16,batch3,2018-04-12_batch8\20180412-3_7C_31per_5_9C_newstructure.sdu,train,105,666,105,0.014138944,33.931965,1.0425116,3.6227174,0.99959564,0.99964744,0.9811556,-1
1,el150800737229,CH16,batch3,2018-04-12_batch8\20180412-3_7C_31per_5_9C_newstructure.sdu,train,106,666,106,0.014140511,33.931965,1.0421207,3.6214354,0.9997975,0.99959564,0.981041,-1
1,el150800737229,CH16,batch3,2018-04-12_batch8\20180412-3_7C_31per_5_9C_newstructure.sdu,train,107,666,107,0.01415079,33.842102,1.0421516,3.6219122,0.9995393,0.9997975,0.9807828,-1
1,el150800737229,CH16,batch3,2018-04-12_batch8\20180412-3_7C_31per_5_9C_newstructure.sdu,train,108,666,108,0.014149476,33.785385,1.041694,3.6200743,0.9998321,0.9995393,0.9805105,-1
1,el150800737229,CH16,batch3,2018-04-12_batch8\20180412-3_7C_31per_5_9C_newstructure.sdu,train,109,666,109,0.014167849,33.77973,1.0414834,3.619753,0.99967074,0.9998321,0.9803305,-1
1,el150800737229,CH16,batch3,2018-04-12_batch8\20180412-3_7C_31per_5_9C_newstructure.sdu,train,110,666,110,0.01416463,33.77973,1.0413013,3.6191714,0.999652,0.99967074,0.98012245,-1
1,el150800737229,CH16,batch3,2018-04-12_batch8\20180412-3_7C_31per_5_9C_newstructure.sdu,train,111,666,111,0.014164911,33.785385,1.0410649,3.6184485,0.9996894,0.999652,0.9798362,-1
1,el150800737229,CH16,batch3,2018-04-12_batch8\20180412-3_7C_31per_5_9C_newstructure.sdu,train,112,666,112,0.0141561525,33.852726,1.0409052,3.6176367,0.9997544,0.9996894,0.9797062,-1
1,el150800737229,CH16,batch3,2018-04-12_batch8\20180412-3_7C_31per_5_9C_newstructure.sdu,train,113,666,113,0.014157968,33.925194,1.0405965,3.6164327,0.9997338,0.9997544,0.97952235,-1
1,el150800737229,CH16,batch3,2018-04-12_batch8\20180412-3_7C_31per_5_9C_newstructure.sdu,train,114,666,114,0.014153937,34.144646,1.0405376,3.6162663,0.99962485,0.9997338,0.9792774,-1
1,el150800737229,CH16,batch3,2018-04-12_batch8\20180412-3_7C_31per_5_9C_newstructure.sdu,train,115,666,115,0.014139138,34.2826,1.0403277,3.6152065,0.9998183,0.99962485,0.9792968,-1
1,el150800737229,CH16,batch3,2018-04-12_batch8\20180412-3_7C_31per_5_9C_newstructure.sdu,train,116,666,116,0.0141341705,34.32125,1.040131,3.614692,0.99959683,0.9998183,0.9789996,-1
1,el150800737229,CH16,batch3,2018-04-12_batch8\20180412-3_7C_31per_5_9C_newstructure.sdu,train,117,666,117,0.01413695,34.35466,1.0399667,3.6141524,0.99971116,0.99959683,0.97880054,-1
1,el150800737229,CH16,batch3,2018-04-12_batch8\20180412-3_7C_31per_5_9C_newstructure.sdu,train,118,666,118,0.014121712,34.447384,1.0397065,3.6130264,0.9997566,0.99971116,0.9786895,-1
1,el150800737229,CH16,batch3,2018-04-12_batch8\20180412-3_7C_31per_5_9C_newstructure.sdu,train,119,666,119,0.014121486,34.472153,1.0396707,3.613002,0.99961984,0.9997566,0.97854334,-1
1,el150800737229,CH16,batch3,2018-04-12_batch8\20180412-3_7C_31per_5_9C_newstructure.sdu,train,120,666,120,0.014104927,34.477356,1.0394943,3.6122656,0.99973476,0.99961984,0.9783888,-1
1,el150800737229,CH16,batch3,2018-04-12_batch8\20180412-3_7C_31per_5_9C_newstructure.sdu,train,121,666,121,0.014126672,34.521397,1.0393435,3.6119432,0.999723,0.99973476,0.9782919,-1
1,el150800737229,CH16,batch3,2018-04-12_batch8\20180412-3_7C_31per_5_9C_newstructure.sdu,train,122,666,122,0.014119695,34.659554,1.0391877,3.6113212,0.9996769,0.999723,0.9782573,-1
1,el150800737229,CH16,batch3,2018-04-12_batch8\20180412-3_7C_31per_5_9C_newstructure.sdu,train,123,666,123,0.014109653,34.849052,1.0391041,3.6110635,0.99956244,0.9996769,0.978038,-1
1,el150800737229,CH16,batch3,2018-04-12_batch8\20180412-3_7C_31per_5_9C_newstructure.sdu,train,124,666,124,0.014119772,34.849052,1.038754,3.6097014,0.99970615,0.99956244,0.9777062,-1
1,el150800737229,CH16,batch3,2018-04-12_batch8\20180412-3_7C_31per_5_9C_newstructure.sdu,train,125,666,125,0.014103164,34.86992,1.038594,3.6091812,0.9997085,0.99970615,0.9775548,-1
1,el150800737229,CH16,batch3,2018-04-12_batch8\20180412-3_7C_31per_5_9C_newstructure.sdu,train,126,666,126,0.014126043,34.88723,1.038335,3.6082869,0.99970937,0.9997085,0.97717035,-1
1,el150800737229,CH16,batch3,2018-04-12_batch8\20180412-3_7C_31per_5_9C_newstructure.sdu,train,127,666,127,0.0141132735,34.849052,1.0380076,3.6070218,0.9998532,0.99970937,0.97705686,-1
1,el150800737229,CH16,batch3,2018-04-12_batch8\20180412-3_7C_31per_5_9C_newstructure.sdu,train,128,666,128,0.014109045,34.82434,1.0378631,3.6065702,0.9996541,0.9998532,0.97699267,-1
1,el150800737229,CH16,batch3,2018-04-12_batch8\20180412-3_7C_31per_5_9C_newstructure.sdu,train,129,666,129,0.01410984,34.72281,1.0377239,3.6063633,0.99958056,0.9996541,0.9765697,-1
1,el150800737229,CH16,batch3,2018-04-12_batch8\20180412-3_7C_31per_5_9C_newstructure.sdu,train,130,666,130,0.014120955,34.569023,1.0373662,3.6051023,0.9998794,0.99958056,0.9765109,-1
1,el150800737229,CH16,batch3,2018-04-12_batch8\20180412-3_7C_31per_5_9C_newstructure.sdu,train,131,666,131,0.014147655,34.48529,1.0371821,3.6048048,0.99959487,0.9998794,0.97625965,-1
1,el150800737229,CH16,batch3,2018-04-12_batch8\20180412-3_7C_31per_5_9C_newstructure.sdu,train,132,666,132,0.014135279,34.47723,1.0370077,3.6043813,0.99967474,0.99959487,0.9760167,-1
1,el150800737229,CH16,batch3,2018-04-12_batch8\20180412-3_7C_31per_5_9C_newstructure.sdu,train,133,666,133,0.014143621,34.462273,1.0367367,3.60361,0.99975544,0.99967474,0.9758192,-1
1,el150800737229,CH16,batch3,2018-04-12_batch8\20180412-3_7C_31per_5_9C_newstructure.sdu,train,134,666,134,0.014155911,34.462273,1.0366129,3.6033854,0.99969655,0.99975544,0.9756591,-1
