y_true,y_pred,y_std,ci_low,ci_high,error
1.0,0.9899221,0.004755907,0.98060054,0.9992437,0.010077894
1.0,0.9886038,0.006058117,0.97672987,1.0004777,0.011396229
1.0,0.9892512,0.0057871114,0.97790843,1.0005939,0.010748804
1.0,0.9899244,0.0062023005,0.9777679,1.0020809,0.010075629
1.0,0.99014753,0.0045671486,0.9811959,0.99909914,0.009852469
1.0,0.9896404,0.0042261905,0.9813571,0.99792373,0.010359585
1.0,0.99024856,0.004658741,0.9811174,0.9993797,0.009751439
1.0,0.9889322,0.006586038,0.97602355,1.0018408,0.011067808
1.0,0.9900758,0.005222091,0.9798405,1.0003111,0.009924173
1.0,0.98941123,0.004582663,0.98042923,0.99839324,0.010588765
1.0,0.9887407,0.005575001,0.97781366,0.9996677,0.011259317
1.0,0.9901091,0.0060769324,0.9781983,1.0020199,0.009890914
1.0,0.9901243,0.004627202,0.98105496,0.9991936,0.009875715
1.0,0.98881286,0.0047311,0.97953993,0.9980858,0.011187136
1.0,0.9897461,0.005039423,0.9798688,0.99962336,0.010253906
1.0,0.98921424,0.004914846,0.9795811,0.99884737,0.0107857585
1.0,0.9883346,0.0054925503,0.9775692,0.99909997,0.011665404
1.0,0.98865974,0.004827986,0.9791969,0.9981226,0.0113402605
1.0,0.9896505,0.005476624,0.9789163,1.0003847,0.010349512
1.0,0.9883504,0.004836747,0.9788704,0.9978304,0.011649609
1.0,0.9886684,0.004312781,0.9802153,0.99712145,0.011331618
1.0,0.98740333,0.0058257286,0.97598493,0.99882174,0.012596667
1.0,0.9862828,0.006063897,0.9743976,0.99816805,0.0137171745
1.0,0.9885159,0.0045386865,0.9796201,0.9974117,0.0114840865
1.0,0.9876203,0.0053016953,0.977229,0.9980116,0.012379706
1.0,0.98744667,0.004692347,0.97824967,0.99664366,0.012553334
1.0,0.9876404,0.005619241,0.9766267,0.99865407,0.012359619
1.0,0.98852324,0.004491178,0.97972053,0.99732596,0.011476755
1.0,0.9874609,0.0069605527,0.97381824,1.0011036,0.012539089
1.0,0.9887739,0.004749666,0.97946453,0.99808323,0.011226118
1.0,0.9889955,0.006249816,0.97674584,1.0012451,0.011004508
1.0,0.98793393,0.0049588783,0.9782145,0.99765337,0.012066066
1.0,0.9888325,0.0051238304,0.97878975,0.9988752,0.011167526
1.0,0.9888641,0.0056944992,0.9777029,1.0000254,0.011135876
1.0,0.9870385,0.005844881,0.97558254,0.99849445,0.012961507
1.0,0.98883384,0.0052210023,0.9786007,0.999067,0.011166155
1.0,0.9887308,0.005347152,0.9782504,0.9992112,0.011269212
1.0,0.9867638,0.006461733,0.9740988,0.99942875,0.013236225
1.0,0.9888788,0.0062201866,0.9766872,1.0010704,0.011121213
1.0,0.98965055,0.0053731157,0.97911924,1.0001819,0.0103494525
1.0,0.98756135,0.0052995603,0.9771742,0.99794847,0.012438655
1.0,0.9867186,0.005612691,0.9757177,0.99771947,0.013281405
1.0,0.9873354,0.0056082327,0.9763433,0.9983275,0.012664616
1.0,0.98743445,0.0051892903,0.97726345,0.99760544,0.012565553
1.0,0.98655546,0.00559746,0.97558445,0.99752647,0.013444543
1.0,0.9868568,0.005468958,0.97613764,0.997576,0.013143182
1.0,0.9878286,0.005470884,0.9771057,0.99855155,0.012171388
1.0,0.987549,0.0048014927,0.9781381,0.9969599,0.012450993
1.0,0.98795867,0.005276837,0.9776161,0.99830127,0.01204133
1.0,0.9870372,0.005953943,0.9753674,0.99870694,0.012962818
1.0,0.9874583,0.0052604256,0.9771479,0.9977687,0.012541711
1.0,0.98673415,0.0053177625,0.9763113,0.997157,0.013265848
1.0,0.9877713,0.0054618455,0.97706604,0.9984765,0.012228727
1.0,0.9860928,0.005828797,0.9746684,0.9975172,0.013907194
1.0,0.9864941,0.006479846,0.9737936,0.9991946,0.013505876
1.0,0.98738825,0.0058451537,0.97593176,0.99884474,0.012611747
1.0,0.9873079,0.0068749576,0.97383296,1.0007828,0.012692094
1.0,0.98571074,0.005896486,0.97415364,0.99726784,0.01428926
1.0,0.9920121,0.0045445687,0.9831047,1.0009195,0.0079879165
1.0,0.99093604,0.00549302,0.9801697,1.0017023,0.009063959
1.0,0.99154335,0.0053109187,0.98113394,1.0019528,0.008456647
1.0,0.9914907,0.0048269024,0.98203,1.0009514,0.008509278
1.0,0.9918754,0.0052114786,0.9816609,1.0020899,0.00812459
1.0,0.9908362,0.0054042623,0.98024386,1.0014286,0.009163797
1.0,0.99186116,0.0047803,0.9824918,1.0012306,0.008138835
1.0,0.99097306,0.004993187,0.9811864,1.0007597,0.009026945
1.0,0.99186164,0.00413628,0.9837545,0.99996877,0.008138359
1.0,0.99161834,0.0036150732,0.9845328,0.9987039,0.008381665
1.0,0.99178946,0.0048642834,0.98225546,1.0013235,0.00821054
1.0,0.9915558,0.0041015344,0.9835168,0.9995948,0.00844419
1.0,0.99111456,0.0035006406,0.9842533,0.9979758,0.008885443
1.0,0.99079084,0.0050985636,0.98079765,1.000784,0.009209156
1.0,0.991526,0.004694717,0.98232436,1.0007277,0.008473992
1.0,0.99036926,0.0057835407,0.9790335,1.001705,0.00963074
1.0,0.9892546,0.0049756127,0.9795024,0.9990068,0.010745406
1.0,0.990726,0.0054949983,0.9799558,1.0014962,0.009274006
1.0,0.9906897,0.0049489294,0.9809898,1.0003896,0.009310305
1.0,0.9897113,0.0049084565,0.98009074,0.99933183,0.010288715
1.0,0.99065405,0.004994987,0.98086387,1.0004442,0.009345949
1.0,0.99063003,0.00421172,0.9823751,0.998885,0.009369969
1.0,0.9910771,0.0042692972,0.9827093,0.99944496,0.008922875
1.0,0.9899618,0.0046005123,0.9809448,0.9989788,0.010038197
1.0,0.99205285,0.004759805,0.98272365,1.0013821,0.007947147
1.0,0.9903851,0.0048219846,0.980934,0.9998362,0.009614885
1.0,0.99037254,0.0051014805,0.9803736,1.0003715,0.009627461
1.0,0.99040866,0.004834809,0.9809324,0.9998849,0.009591341
1.0,0.98973536,0.005707986,0.9785477,1.000923,0.010264635
1.0,0.9895756,0.00569755,0.97840846,1.0007428,0.0104243755
1.0,0.99143326,0.0045145922,0.98258466,1.0002818,0.008566737
1.0,0.99046016,0.005175123,0.98031694,1.0006034,0.009539843
1.0,0.9901674,0.0050330944,0.9803025,1.0000322,0.009832621
1.0,0.9913658,0.0049490663,0.9816656,1.001066,0.00863421
1.0,0.9888252,0.0056641228,0.97772354,0.99992687,0.011174798
1.0,0.9907927,0.0045552864,0.98186433,0.99972105,0.009207308
1.0,0.9891556,0.0052597504,0.9788465,0.9994647,0.0108444095
1.0,0.9894253,0.0047184853,0.98017704,0.99867356,0.010574698
1.0,0.9896437,0.004699927,0.98043185,0.99885553,0.010356307
1.0,0.9903041,0.0045872554,0.9813131,0.9992951,0.009695888
1.0,0.990221,0.004760204,0.98089105,0.999551,0.009778976
1.0,0.9881511,0.0055105346,0.9773504,0.99895173,0.011848927
1.0,0.9901526,0.005043802,0.98026675,1.0000385,0.009847403
1.0,0.98797727,0.004888551,0.9783957,0.99755883,0.012022734
1.0,0.9896974,0.0048427414,0.9802056,0.9991892,0.010302603
1.0,0.9877837,0.006783552,0.9744879,1.0010794,0.01221633
1.0,0.98895645,0.0042557875,0.9806151,0.9972978,0.011043549
1.0,0.9901264,0.0046607084,0.98099136,0.9992614,0.009873629
1.0,0.9871387,0.0061899824,0.97500634,0.99927104,0.012861311
1.0,0.9882257,0.008277092,0.9720026,1.0044488,0.0117743015
1.0,0.988748,0.0053120116,0.97833645,0.9991596,0.011251986
1.0,0.99002516,0.0039506517,0.98228186,0.99776846,0.009974837
1.0,0.9900568,0.005128589,0.9800048,1.0001088,0.009943187
1.0,0.98929316,0.0056898296,0.97814107,1.0004452,0.010706842
1.0,0.98913515,0.0049770726,0.9793801,0.9988902,0.010864854
1.0,0.98996526,0.004772186,0.9806118,0.9993187,0.01003474
0.99896276,0.98825973,0.004883398,0.9786883,0.99783117,0.010703027
1.0,0.98870444,0.005390598,0.97813886,0.99927,0.011295557
1.0,0.98595136,0.005535388,0.975102,0.9968007,0.014048636
1.0,0.98806924,0.004408153,0.97942924,0.9967092,0.011930764
1.0,0.9875262,0.0047801845,0.97815704,0.9968953,0.012473822
1.0,0.98758376,0.0052434606,0.97730654,0.99786097,0.012416244
1.0,0.9889245,0.003974312,0.98113483,0.9967142,0.011075497
1.0,0.989068,0.0047966656,0.97966653,0.9984694,0.010932028
1.0,0.99352753,0.0049517653,0.98382205,1.003233,0.0064724684
0.99983186,0.9937641,0.003895185,0.9861295,1.0013987,0.006067753
0.99978775,0.9936524,0.0042832983,0.98525715,1.0020477,0.0061353445
0.9997205,0.9933752,0.0042376025,0.98506945,1.0016809,0.0063453317
0.9998584,0.9924826,0.0043340493,0.98398787,1.0009774,0.007375777
0.9999759,0.99442977,0.0033185433,0.9879254,1.0009341,0.0055461526
1.0,0.9933652,0.0046304646,0.9842895,1.0024409,0.006634772
0.99997556,0.9922241,0.0047326335,0.9829481,1.0015,0.007751465
0.9999662,0.9921561,0.005490744,0.98139423,1.002918,0.007810116
0.99992234,0.9925812,0.004316109,0.9841216,1.0010408,0.0073411465
0.9998071,0.9919451,0.0048410054,0.98245674,1.0014335,0.007862031
0.99966234,0.993061,0.003798496,0.98561597,1.000506,0.0066013336
0.9994324,0.99332064,0.0038631142,0.98574895,1.0008924,0.006111741
0.9994488,0.991272,0.0061140237,0.97928846,1.0032555,0.008176804
0.99937636,0.9923052,0.004902748,0.9826958,1.0019146,0.0070711374
0.9993299,0.9923322,0.004737231,0.98304725,1.0016172,0.0069977045
0.9992571,0.99122894,0.0057695527,0.9799206,1.0025373,0.00802815
0.99921155,0.9916787,0.004670341,0.9825249,1.0008326,0.007532835
0.9991136,0.99152094,0.0041374112,0.9834116,0.9996303,0.007592678
0.999018,0.99232095,0.004479477,0.9835412,1.0011008,0.0066970587
0.9990217,0.9909182,0.0042637307,0.9825613,0.99927515,0.00810349
0.9989974,0.9913047,0.004833029,0.98183197,1.0007775,0.0076926947
0.9989871,0.9926385,0.004215711,0.9843757,1.0009013,0.0063485503
0.9989759,0.9909703,0.0045530847,0.98204625,0.9998944,0.008005559
0.99901634,0.99116486,0.003911104,0.9834991,0.9988306,0.007851481
0.99913365,0.99114555,0.00454872,0.98223007,1.000061,0.007988095
0.9991849,0.99135625,0.004572499,0.98239416,1.0003184,0.007828653
0.9990091,0.9921892,0.0043177786,0.9837264,1.0006521,0.0068198442
0.9988434,0.9914725,0.004704792,0.9822511,1.0006939,0.007370889
0.9987244,0.990872,0.0047073266,0.98164564,1.0000983,0.0078523755
0.9986639,0.99203753,0.0035922409,0.98499674,0.99907833,0.0066263676
0.998608,0.9899202,0.0046639284,0.9807789,0.9990615,0.008687794
0.99875426,0.9900145,0.005619613,0.97900003,1.0010289,0.008739769
0.9988207,0.9909654,0.004903816,0.98135394,1.0005769,0.007855296
0.99889255,0.99041885,0.005267013,0.9800955,1.0007422,0.008473694
0.9989002,0.9914067,0.0052585397,0.98109996,1.0017134,0.007493496
0.9988722,0.9909978,0.0044184183,0.9823377,0.99965787,0.007874429
0.99883074,0.9903766,0.0042760503,0.9819955,0.99875766,0.008454144
0.99878055,0.9895656,0.004976275,0.9798121,0.99931914,0.009214938
0.99856234,0.98986655,0.004330968,0.98137784,0.99835527,0.008695781
0.9983412,0.98889345,0.0055007986,0.97811186,0.99967504,0.009447753
0.9983315,0.9916442,0.004411649,0.98299736,1.000291,0.0066872835
0.9982728,0.9909056,0.004795744,0.98150593,1.0003053,0.0073671937
0.9982206,0.98961455,0.005813459,0.97822016,1.0010089,0.008606076
0.99817055,0.98817116,0.0061636944,0.9760903,1.000252,0.009999394
0.99809575,0.98974615,0.0052212086,0.9795126,0.99997973,0.008349597
0.9980517,0.99025804,0.004211478,0.98200357,0.9985125,0.007793665
0.9979471,0.99025774,0.00523154,0.9800039,1.0005115,0.007689357
0.99792284,0.98851365,0.005266559,0.9781912,0.9988361,0.009409189
0.9978662,0.9901986,0.0052038976,0.97999895,1.0003983,0.007667601
0.9978078,0.9902897,0.0043992708,0.9816671,0.9989123,0.0075181127
0.9977757,0.9907649,0.004730024,0.98149407,1.0000358,0.007010758
0.9978116,0.9890728,0.005568555,0.9781584,0.9999872,0.008738816
0.99788755,0.9908384,0.004972367,0.9810926,1.0005842,0.0070491433
0.99786633,0.990032,0.0042681643,0.9816664,0.99839765,0.007834315
0.9977181,0.9895725,0.0055737174,0.97864807,1.000497,0.008145571
0.9976113,0.9888533,0.005321619,0.9784229,0.9992837,0.0087580085
0.9975784,0.9888336,0.005005363,0.9790231,0.9986441,0.008744776
0.9974996,0.98937875,0.0051482427,0.9792882,0.9994693,0.008120835
0.99749506,0.98900104,0.005333768,0.97854686,0.9994552,0.0084940195
0.99758565,0.9908075,0.005210223,0.9805954,1.0010195,0.0067781806
0.9976965,0.98988914,0.005289359,0.979522,1.0002563,0.007807374
0.997751,0.9880322,0.0061123213,0.97605205,1.0000124,0.009718776
0.9977851,0.98858213,0.0068623745,0.97513187,1.0020324,0.009202957
0.99777937,0.99402535,0.0040962384,0.9859967,1.002054,0.0037540197
0.99778664,0.99481356,0.004707974,0.9855859,1.0040412,0.0029730797
0.99775165,0.9947941,0.004745359,0.9854932,1.004095,0.0029575825
0.99755514,0.9933644,0.004491788,0.9845605,1.0021683,0.004190743
0.9972349,0.9939322,0.0040201535,0.9860527,1.0018117,0.0033026934
0.997086,0.99357635,0.004904892,0.9839628,1.0031899,0.0035096407
0.99698114,0.9943068,0.0051877326,0.98413885,1.0044748,0.0026743412
0.9969658,0.99283034,0.0051978393,0.9826426,1.0030181,0.0041354895
0.9969205,0.9934112,0.0043659015,0.98485404,1.0019684,0.0035093427
0.99685943,0.9934532,0.00391868,0.9857726,1.0011338,0.0034062266
0.99680585,0.99355894,0.0039043417,0.9859064,1.0012114,0.0032469034
0.9967482,0.9940019,0.0034101445,0.98731804,1.0006858,0.002746284
0.99676335,0.99234617,0.0049546473,0.9826351,1.0020573,0.004417181
0.99669075,0.99362075,0.0054980395,0.9828446,1.0043969,0.0030699968
0.99663156,0.9924632,0.0042090085,0.98421353,1.0007129,0.004168391
0.9966002,0.99411166,0.004224956,0.9858307,1.0023925,0.0024885535
0.99659383,0.99249846,0.004109823,0.9844432,1.0005537,0.0040953755
0.99656904,0.9925107,0.004624587,0.9834465,1.0015749,0.004058361
0.9964882,0.99283063,0.004472349,0.9840648,1.0015965,0.0036575794
0.9964924,0.99214834,0.004447401,0.98343146,1.0008652,0.004344046
0.9964026,0.99287003,0.0042793895,0.9844824,1.0012577,0.0035325885
0.9963708,0.99243903,0.0040956424,0.9844116,1.0004665,0.003931761
0.99628234,0.99180984,0.004730465,0.9825381,1.0010816,0.004472494
0.9962777,0.9921025,0.0048024966,0.9826896,1.0015154,0.004175186
0.99630904,0.9910004,0.005848828,0.9795367,1.0024642,0.005308628
0.9963402,0.9912062,0.00478639,0.9818249,1.0005876,0.0051339865
0.99636406,0.9932332,0.0054612537,0.98252916,1.0039372,0.0031308532
0.99634194,0.992142,0.0051076887,0.98213094,1.002153,0.004199922
0.9963159,0.9924457,0.004743393,0.98314863,1.0017427,0.0038701892
0.99627596,0.99048996,0.005080959,0.9805313,1.0004486,0.0057860017
0.9962856,0.9925688,0.004877444,0.983009,1.0021286,0.0037168264
0.9960943,0.9902818,0.0060200673,0.9784825,1.0020812,0.005812466
0.9959125,0.99026215,0.0048061404,0.9808421,0.9996822,0.0056503415
0.9958551,0.9909096,0.0044655204,0.9821572,0.999662,0.0049455166
0.9958357,0.99161303,0.003590821,0.98457503,0.998651,0.004222691
0.9957689,0.9904973,0.00510851,0.9804846,1.00051,0.0052716136
0.9957046,0.99060416,0.0041969335,0.9823782,0.99883014,0.005100429
0.99562645,0.9917104,0.0040450883,0.98378205,0.9996388,0.003916025
0.99560916,0.9890008,0.0053494414,0.97851586,0.99948573,0.006608367
0.99556196,0.99068636,0.0043244325,0.98221046,0.99916226,0.0048756003
0.99553555,0.9904187,0.004516204,0.9815669,0.99927044,0.00511688
0.99546856,0.98974174,0.005585077,0.978795,1.0006886,0.0057268143
0.99544007,0.9894396,0.0063446625,0.97700405,1.0018752,0.006000459
0.9955911,0.99017733,0.0051447744,0.9800936,1.0002611,0.0054137707
0.99607176,0.9908291,0.004593589,0.98182565,0.9998326,0.0052426457
0.996338,0.9898441,0.0056467247,0.9787765,1.0009117,0.006493926
0.99642384,0.99026597,0.005874917,0.9787511,1.0017807,0.006157875
0.9959329,0.98936677,0.004983511,0.9795991,0.9991344,0.0065661073
0.9962,0.98878515,0.0051898453,0.9786131,0.9989572,0.0074148774
0.99615115,0.9893666,0.005474579,0.97863644,1.0000968,0.0067845583
0.9961468,0.98814476,0.0057911742,0.97679406,0.99949545,0.008002043
0.9963154,0.98834723,0.0055522355,0.97746485,0.9992296,0.007968187
0.99544126,0.98865557,0.0059639844,0.97696614,1.000345,0.006785691
0.99670815,0.9873881,0.0051017473,0.9773886,0.9973875,0.00932008
0.99684656,0.9855592,0.005729667,0.97432905,0.9967894,0.011287332
0.99691343,0.98576766,0.0060145133,0.97397923,0.9975561,0.011145771
0.9969844,0.9847369,0.005784449,0.9733994,0.99607444,0.012247503
0.9969112,0.98390967,0.005533065,0.97306484,0.9947545,0.013001561
0.99693424,0.9856927,0.005287315,0.9753295,0.99605584,0.011241555
0.99665785,0.98503894,0.0053384774,0.9745755,0.99550235,0.011618912
0.99631566,0.985327,0.0048321527,0.975856,0.994798,0.010988653
0.99603134,0.98631394,0.0056209844,0.9752968,0.9973311,0.009717405
0.99581283,0.9873679,0.006979093,0.9736889,1.0010469,0.008444905
0.99569863,0.9879393,0.0063467496,0.9754997,1.000379,0.0077593327
0.995592,0.99463296,0.003856766,0.9870737,1.0021923,0.00095903873
0.9955273,0.9960346,0.0031091336,0.9899407,1.0021285,-0.00050729513
0.99545336,0.9939738,0.004077775,0.98598135,1.0019662,0.0014795661
0.9954121,0.99585855,0.0042828172,0.98746425,1.0042529,-0.0004464388
0.995365,0.9947927,0.0038582196,0.9872306,1.0023549,0.0005723238
0.99533254,0.994508,0.0038102462,0.9870399,1.0019761,0.00082451105
0.9952473,0.99420136,0.0038583854,0.9866389,1.0017638,0.0010459423
0.9952181,0.9944235,0.0042448263,0.98610365,1.0027434,0.0007945895
0.9952291,0.99358475,0.0036028824,0.9865231,1.0006464,0.0016443729
0.9952839,0.99499655,0.0040326505,0.98709255,1.0029006,0.000287354
0.9951802,0.9947889,0.004697767,0.9855813,1.0039965,0.0003913045
0.9950732,0.994376,0.004554035,0.9854501,1.0033019,0.00069719553
0.99500424,0.9930699,0.004609932,0.9840344,1.0021054,0.0019343495
0.99488914,0.9925493,0.004563358,0.98360515,1.0014935,0.00233984
0.9948383,0.9929602,0.0042281784,0.98467296,1.0012474,0.0018780828
0.9949894,0.99526817,0.0033972964,0.9886095,1.0019269,-0.00027877092
0.99510676,0.9929505,0.0035882983,0.98591745,0.99998355,0.0021562576
0.99519897,0.99364763,0.004421664,0.9849812,1.0023141,0.0015513301
0.99526465,0.99209625,0.00526514,0.9817766,1.0024159,0.003168404
0.9953372,0.99138504,0.0048957407,0.9817894,1.0009807,0.0039521456
0.99534345,0.98972374,0.0054040113,0.9791319,1.0003155,0.0056197047
0.9953493,0.9917576,0.004233969,0.983459,1.0000561,0.0035917163
0.99532783,0.99075776,0.004608115,0.9817259,0.99978966,0.004570067
0.99508435,0.9902191,0.003813627,0.9827444,0.99769384,0.004865229
0.99483085,0.99026126,0.0051247417,0.98021674,1.0003058,0.00456959
0.99462944,0.98948675,0.004828051,0.9800238,0.9989497,0.0051426888
0.99445736,0.99172837,0.004604683,0.9827032,1.0007535,0.0027289987
0.99430764,0.9919387,0.004496321,0.9831259,1.0007515,0.002368927
0.9942252,0.992581,0.0044335495,0.98389125,1.0012708,0.0016441941
0.9941451,0.9916194,0.003737661,0.9842936,0.99894524,0.0025256872
0.9941416,0.9914847,0.0043823156,0.9828954,1.000074,0.002656877
0.9940569,0.99153656,0.005371183,0.98100907,1.0020641,0.0025203228
0.9940276,0.99001235,0.004060511,0.98205376,0.99797094,0.004015267
0.9939861,0.9921894,0.004281409,0.98379785,1.000581,0.0017967224
0.9939813,0.9893225,0.004886581,0.9797448,0.9989002,0.0046588182
0.9939236,0.99103904,0.004953476,0.9813302,1.0007478,0.0028845668
0.99398863,0.991033,0.004687416,0.9818457,1.0002203,0.0029556155
0.99402374,0.9905468,0.005040486,0.9806675,1.0004262,0.0034769177
0.99394983,0.99085283,0.0056037316,0.97986954,1.0018362,0.0030969977
0.99381393,0.99042875,0.00490643,0.98081213,1.0000453,0.0033851862
0.99366486,0.9889598,0.005550248,0.9780813,0.9998383,0.0047050714
0.9935327,0.98983276,0.0043638735,0.98127955,0.99838597,0.0036999583
0.9934799,0.9906213,0.005229134,0.98037225,1.0008705,0.0028585792
0.9936315,0.9908411,0.005338058,0.9803785,1.0013037,0.0027903914
0.9937323,0.99175966,0.0050672847,0.9818278,1.0016916,0.0019726157
0.99388796,0.98959917,0.0055172625,0.97878534,1.0004131,0.0042887926
0.9939692,0.9896771,0.0041728336,0.9814983,0.99785584,0.0042921305
0.9939737,0.9883011,0.005780573,0.97697115,0.99963105,0.005672574
0.9939942,0.9883844,0.006277476,0.9760806,1.0006883,0.0056097507
0.9939713,0.9890071,0.0055378308,0.978153,0.99986124,0.004964173
0.9939432,0.9893232,0.0053501213,0.97883695,0.99980944,0.0046200156
0.99367774,0.9910252,0.005752531,0.9797503,1.0023001,0.002652526
0.99341494,0.9888891,0.005376953,0.9783503,0.9994279,0.0045258403
0.99318546,0.9889734,0.0045873616,0.97998214,0.9979646,0.0042120814
0.9930337,0.9894734,0.0065557305,0.9766242,1.0023227,0.0035603046
0.9929064,0.9898148,0.005044925,0.97992676,0.9997029,0.0030915737
0.99280804,0.98930395,0.0047687134,0.9799573,0.9986506,0.0035040975
0.99273103,0.98901343,0.0063425093,0.9765821,1.0014447,0.0037176013
0.9926702,0.9890678,0.005203784,0.97886837,0.9992672,0.0036023855
0.9926109,0.9884714,0.0055182893,0.97765553,0.99928725,0.004139483
0.9925872,0.98890084,0.0049217967,0.9792541,0.99854755,0.0036863685
0.99190325,0.9907606,0.0055857403,0.97981256,1.0017086,0.001142621
0.9924791,0.98753786,0.006496724,0.9748043,1.0002714,0.004941225
0.9925041,0.9883431,0.0056715296,0.9772269,0.9994593,0.0041610003
0.99259394,0.9950139,0.0043284944,0.98653007,1.0034977,-0.0024199486
0.99207735,0.992935,0.003844851,0.98539907,1.0004709,-0.00085765123
0.9923233,0.9936327,0.003437864,0.9868945,1.0003709,-0.0013093948
0.99236685,0.99107856,0.0054193446,0.98045665,1.0017005,0.0012882948
0.99222344,0.9937433,0.0044328608,0.9850549,1.0024318,-0.0015198588
0.992104,0.9937188,0.004399293,0.9850962,1.0023414,-0.001614809
0.99201894,0.99385756,0.0038257781,0.98635906,1.0013561,-0.0018386245
