soh_prev,coulombic_eff,dc_internal_resistance,temperature_max,cycle_norm,soh,cycle_index,cell_id,protocol,initial_capacity,eol_cycle
0.98122185,1.000127,0.016874762,35.801685,0.2505176,0.9799609,121.0,el150800440551,2017-06-30_tests\20170630-4_4C_55per_6C.sdu,1.0480543375015259,483
0.9799609,1.0012541,0.016811835,35.289833,0.252588,0.9806305,122.0,el150800440551,2017-06-30_tests\20170630-4_4C_55per_6C.sdu,1.0480543375015259,483
0.9806305,1.0001467,0.016856395,35.71883,0.25465837,0.9806696,123.0,el150800440551,2017-06-30_tests\20170630-4_4C_55per_6C.sdu,1.0480543375015259,483
0.9806696,1.0001265,0.016858876,35.893227,0.25672877,0.9806402,124.0,el150800440551,2017-06-30_tests\20170630-4_4C_55per_6C.sdu,1.0480543375015259,483
0.9806402,1.0000665,0.01711657,35.488995,0.25879917,0.98002994,125.0,el150800440551,2017-06-30_tests\20170630-4_4C_55per_6C.sdu,1.0480543375015259,483
0.98002994,1.0000929,0.016963234,35.73489,0.26086956,0.9801192,126.0,el150800440551,2017-06-30_tests\20170630-4_4C_55per_6C.sdu,1.0480543375015259,483
0.9801192,1.0001017,0.016913075,36.689945,0.26293996,0.97986716,127.0,el150800440551,2017-06-30_tests\20170630-4_4C_55per_6C.sdu,1.0480543375015259,483
0.97986716,1.0000913,0.01701173,36.07984,0.26501036,0.9792891,128.0,el150800440551,2017-06-30_tests\20170630-4_4C_55per_6C.sdu,1.0480543375015259,483
0.9792891,1.0001085,0.01688698,36.18014,0.26708075,0.979392,129.0,el150800440551,2017-06-30_tests\20170630-4_4C_55per_6C.sdu,1.0480543375015259,483
0.979392,1.0000751,0.016823038,35.524265,0.26915115,0.9792178,130.0,el150800440551,2017-06-30_tests\20170630-4_4C_55per_6C.sdu,1.0480543375015259,483
0.9792178,1.0001595,0.017107628,34.976456,0.27122152,0.9787137,131.0,el150800440551,2017-06-30_tests\20170630-4_4C_55per_6C.sdu,1.0480543375015259,483
0.9787137,1.0001197,0.01699199,33.860344,0.27329192,0.9788634,132.0,el150800440551,2017-06-30_tests\20170630-4_4C_55per_6C.sdu,1.0480543375015259,483
0.9788634,1.000099,0.017072486,36.555866,0.2753623,0.97876966,133.0,el150800440551,2017-06-30_tests\20170630-4_4C_55per_6C.sdu,1.0480543375015259,483
0.97876966,1.0001017,0.016920043,35.573624,0.2774327,0.9783787,134.0,el150800440551,2017-06-30_tests\20170630-4_4C_55per_6C.sdu,1.0480543375015259,483
0.9783787,1.000145,0.01693897,34.89405,0.2795031,0.9783654,135.0,el150800440551,2017-06-30_tests\20170630-4_4C_55per_6C.sdu,1.0480543375015259,483
0.9783654,1.0001233,0.017046422,35.390457,0.2815735,0.9782607,136.0,el150800440551,2017-06-30_tests\20170630-4_4C_55per_6C.sdu,1.0480543375015259,483
0.9782607,1.0001012,0.017064467,35.545986,0.2836439,0.97796744,137.0,el150800440551,2017-06-30_tests\20170630-4_4C_55per_6C.sdu,1.0480543375015259,483
0.97796744,1.0001167,0.016948858,36.267326,0.2857143,0.9779249,138.0,el150800440551,2017-06-30_tests\20170630-4_4C_55per_6C.sdu,1.0480543375015259,483
0.9779249,1.0000895,0.01675991,35.792423,0.28778467,0.97738326,139.0,el150800440551,2017-06-30_tests\20170630-4_4C_55per_6C.sdu,1.0480543375015259,483
0.97738326,1.0001245,0.016884843,36.22902,0.28985506,0.977449,140.0,el150800440551,2017-06-30_tests\20170630-4_4C_55per_6C.sdu,1.0480543375015259,483
0.977449,1.0001413,0.016792633,36.140606,0.29192546,0.97731197,141.0,el150800440551,2017-06-30_tests\20170630-4_4C_55per_6C.sdu,1.0480543375015259,483
0.97731197,1.0001036,0.01696643,35.3195,0.29399586,0.976614,142.0,el150800440551,2017-06-30_tests\20170630-4_4C_55per_6C.sdu,1.0480543375015259,483
0.976614,1.0001826,0.017014276,35.746037,0.29606625,0.976638,143.0,el150800440551,2017-06-30_tests\20170630-4_4C_55per_6C.sdu,1.0480543375015259,483
0.976638,1.0000963,0.016859107,35.874516,0.29813665,0.97669923,144.0,el150800440551,2017-06-30_tests\20170630-4_4C_55per_6C.sdu,1.0480543375015259,483
0.97669923,1.000128,0.017098274,35.63475,0.30020705,0.97589403,145.0,el150800440551,2017-06-30_tests\20170630-4_4C_55per_6C.sdu,1.0480543375015259,483
0.97589403,1.0001302,0.016936537,35.226833,0.30227745,0.9760213,146.0,el150800440551,2017-06-30_tests\20170630-4_4C_55per_6C.sdu,1.0480543375015259,483
0.9760213,1.000156,0.017026905,35.234737,0.3043478,0.97592723,147.0,el150800440551,2017-06-30_tests\20170630-4_4C_55per_6C.sdu,1.0480543375015259,483
0.97592723,1.0001328,0.017173354,35.45194,0.3064182,0.9753451,148.0,el150800440551,2017-06-30_tests\20170630-4_4C_55per_6C.sdu,1.0480543375015259,483
0.9753451,1.0001003,0.016970107,35.359097,0.3084886,0.97551763,149.0,el150800440551,2017-06-30_tests\20170630-4_4C_55per_6C.sdu,1.0480543375015259,483
0.97551763,1.0000958,0.0170617,35.177055,0.310559,0.97538227,150.0,el150800440551,2017-06-30_tests\20170630-4_4C_55per_6C.sdu,1.0480543375015259,483
0.97538227,1.0001507,0.017091328,36.033768,0.3126294,0.9749407,151.0,el150800440551,2017-06-30_tests\20170630-4_4C_55per_6C.sdu,1.0480543375015259,483
0.9749407,1.0000722,0.016947959,34.62547,0.3146998,0.9745877,152.0,el150800440551,2017-06-30_tests\20170630-4_4C_55per_6C.sdu,1.0480543375015259,483
0.9745877,1.0001627,0.017166039,35.03998,0.3167702,0.9744721,153.0,el150800440551,2017-06-30_tests\20170630-4_4C_55per_6C.sdu,1.0480543375015259,483
0.9744721,1.0001186,0.01709067,35.338203,0.3188406,0.97427803,154.0,el150800440551,2017-06-30_tests\20170630-4_4C_55per_6C.sdu,1.0480543375015259,483
0.97427803,1.0001081,0.01702934,33.904613,0.32091096,0.9741212,155.0,el150800440551,2017-06-30_tests\20170630-4_4C_55per_6C.sdu,1.0480543375015259,483
0.9741212,1.0001459,0.017290136,35.09046,0.32298136,0.9737165,156.0,el150800440551,2017-06-30_tests\20170630-4_4C_55per_6C.sdu,1.0480543375015259,483
0.9737165,1.0000474,0.017019877,35.468254,0.32505175,0.9739225,157.0,el150800440551,2017-06-30_tests\20170630-4_4C_55per_6C.sdu,1.0480543375015259,483
0.9739225,0.9987925,0.016996833,34.702072,0.32712215,0.9737414,158.0,el150800440551,2017-06-30_tests\20170630-4_4C_55per_6C.sdu,1.0480543375015259,483
0.9737414,1.0001785,0.01709337,35.602398,0.32919255,0.9736676,159.0,el150800440551,2017-06-30_tests\20170630-4_4C_55per_6C.sdu,1.0480543375015259,483
0.9736676,1.0000719,0.016966907,35.793472,0.33126295,0.97341895,160.0,el150800440551,2017-06-30_tests\20170630-4_4C_55per_6C.sdu,1.0480543375015259,483
0.97341895,1.0001624,0.016950484,36.02215,0.33333334,0.9734664,161.0,el150800440551,2017-06-30_tests\20170630-4_4C_55per_6C.sdu,1.0480543375015259,483
0.9734664,1.0001202,0.016954191,35.92246,0.33540374,0.97264564,162.0,el150800440551,2017-06-30_tests\20170630-4_4C_55per_6C.sdu,1.0480543375015259,483
0.97264564,1.0001183,0.016928153,35.591393,0.3374741,0.9727845,163.0,el150800440551,2017-06-30_tests\20170630-4_4C_55per_6C.sdu,1.0480543375015259,483
0.9727845,1.0001835,0.016945697,34.58599,0.3395445,0.9725708,164.0,el150800440551,2017-06-30_tests\20170630-4_4C_55per_6C.sdu,1.0480543375015259,483
0.9725708,1.000226,0.01711702,36.0992,0.3416149,0.97213477,165.0,el150800440551,2017-06-30_tests\20170630-4_4C_55per_6C.sdu,1.0480543375015259,483
