y_true,y_pred,y_std,ci_low,ci_high,error
0.9961468,0.9797363,0.0059882314,0.9679994,0.99147326,0.01641047
0.9963154,0.9802711,0.00688912,0.96676844,0.99377376,0.016044319
0.99544126,0.9797101,0.0063437065,0.96727645,0.99214375,0.015731156
0.99670815,0.9801671,0.005951816,0.9685015,0.9918327,0.016541064
0.99684656,0.981721,0.006880132,0.9682359,0.99520606,0.015125573
0.99691343,0.98184043,0.0041416627,0.97372276,0.9899581,0.015073001
0.9969844,0.9801271,0.005950329,0.96846443,0.99178976,0.016857326
0.9969112,0.98127085,0.0061916085,0.9691353,0.9934064,0.015640378
0.99693424,0.98024315,0.005349676,0.9697578,0.9907285,0.016691089
0.99665785,0.9814371,0.005806389,0.9700566,0.9928176,0.015220761
0.99631566,0.9805699,0.0053649032,0.9700547,0.9910851,0.015745759
0.99603134,0.9814755,0.005044917,0.9715874,0.9913635,0.0145558715
0.99581283,0.9781416,0.005876513,0.96662366,0.98965955,0.017671227
0.99569863,0.97811073,0.0055773156,0.9671792,0.9890423,0.0175879
0.995592,0.9790564,0.0057953247,0.96769756,0.9904153,0.01653558
0.9955273,0.980408,0.0066324095,0.9674085,0.99340755,0.015119314
0.99545336,0.9779984,0.0052735866,0.96766216,0.9883346,0.017454982
0.9954121,0.97737277,0.00557806,0.9664398,0.98830575,0.018039346
0.995365,0.9777393,0.0057219705,0.9665242,0.98895437,0.01762575
0.99533254,0.9888308,0.0039774296,0.98103505,0.99662656,0.0065017343
0.9952473,0.9887094,0.0038875905,0.9810897,0.99632907,0.0065379143
0.9952181,0.98875266,0.0044555105,0.98001987,0.99748546,0.006465435
0.9952291,0.98768747,0.004517646,0.9788329,0.99654204,0.0075416565
0.9952839,0.9880274,0.003698487,0.98077834,0.99527645,0.007256508
0.9951802,0.98805445,0.0043974663,0.97943544,0.99667346,0.0071257353
0.9950732,0.9872257,0.0038462293,0.9796871,0.9947643,0.007847488
0.99500424,0.98766863,0.003294525,0.98121136,0.9941259,0.0073356032
0.99488914,0.9880986,0.0046483823,0.9789878,0.9972094,0.0067905188
0.9948383,0.98845893,0.0040839687,0.9804543,0.99646354,0.006379366
0.9949894,0.98860085,0.0037481845,0.9812544,0.9959473,0.006388545
0.99510676,0.98632383,0.004791116,0.97693324,0.9957144,0.008782923
0.99519897,0.9852211,0.0035403634,0.978282,0.9921602,0.009977877
0.99526465,0.98638564,0.00464566,0.97728014,0.99549115,0.008879006
0.9953372,0.9878247,0.004131943,0.9797261,0.9959233,0.00751251
0.99534345,0.98750794,0.0038125245,0.98003536,0.9949805,0.007835507
0.9953493,0.9868344,0.0038852054,0.9792194,0.99444944,0.008514881
0.99532783,0.9870609,0.0043007066,0.9786315,0.9954903,0.008266926
0.99508435,0.98678863,0.004169146,0.97861713,0.9949601,0.008295715
0.99483085,0.9875229,0.003825111,0.9800257,0.9950201,0.0073079467
0.99462944,0.98624647,0.0039403457,0.9785234,0.99396956,0.008382976
0.99445736,0.98559564,0.0037344792,0.9782761,0.9929152,0.008861721
0.99430764,0.98671985,0.0038825884,0.97911,0.9943297,0.0075877905
0.9942252,0.9862392,0.0046635154,0.9770987,0.9953797,0.007986009
0.9941451,0.9875192,0.004340358,0.97901213,0.9960263,0.0066258907
0.9941416,0.9847966,0.005169646,0.9746641,0.9949291,0.009344995
0.9940569,0.9853167,0.0060433988,0.97347164,0.99716175,0.008740187
0.9940276,0.9869647,0.0059135635,0.9753741,0.9985553,0.007062912
0.9939861,0.9870933,0.0045834295,0.97810984,0.9960768,0.0068928003
0.9939813,0.98803675,0.0042270087,0.9797518,0.9963217,0.00594455
0.9939236,0.98801976,0.0042882194,0.97961485,0.9964247,0.00590384
0.99398863,0.98741794,0.004276231,0.9790365,0.99579936,0.006570697
0.99402374,0.98589295,0.0051889904,0.97572255,0.99606335,0.008130789
0.99394983,0.9847954,0.00612933,0.9727819,0.9968089,0.009154439
0.99381393,0.98295283,0.0066696014,0.9698804,0.99602526,0.010861099
0.99366486,0.98407304,0.00569129,0.9729181,0.995228,0.009591818
0.9935327,0.9838695,0.005559208,0.97297347,0.9947655,0.009663224
0.9934799,0.9842996,0.005004741,0.9744903,0.9941089,0.009180307
0.9936315,0.9848897,0.005734096,0.9736509,0.9961285,0.008741796
0.9937323,0.98416847,0.0050967317,0.97417885,0.9941581,0.009563804
0.99388796,0.98475784,0.0045766835,0.9757875,0.99372816,0.00913012
0.9939692,0.9844783,0.0045004543,0.9756574,0.9932992,0.009490907
0.9939737,0.98679405,0.004369953,0.9782289,0.9953592,0.007179618
0.9939942,0.98666906,0.004266222,0.97830725,0.9950309,0.007325113
0.9939713,0.9866205,0.0037426287,0.97928494,0.993956,0.0073508024
0.9939432,0.9870937,0.005241263,0.9768208,0.99736655,0.0068495274
0.99367774,0.9867885,0.004428825,0.978108,0.99546903,0.006889224
0.99341494,0.98524225,0.0048413533,0.9757532,0.9947313,0.008172691
0.99318546,0.98537654,0.005209723,0.9751655,0.9955876,0.0078089237
0.9930337,0.9853729,0.0051766466,0.9752267,0.9955191,0.007660806
0.9929064,0.9854368,0.0048968727,0.9758389,0.9950347,0.0074695945
0.99280804,0.9855796,0.0044418806,0.9768735,0.9942857,0.007228434
0.99273103,0.98593336,0.004441956,0.97722715,0.9946396,0.0067976713
0.9926702,0.98393255,0.0052727493,0.97359794,0.99426717,0.008737624
0.9926109,0.9840797,0.004870835,0.9745329,0.99362653,0.008531153
0.9925872,0.98365295,0.005846583,0.97219366,0.99511224,0.008934259
0.99190325,0.98457795,0.0049458435,0.9748841,0.9942718,0.0073252916
0.9924791,0.9856061,0.0044062915,0.9769697,0.9942424,0.0068730116
0.9925041,0.98490834,0.004643257,0.97580755,0.99400914,0.0075957775
0.99259394,0.98381835,0.0051712617,0.9736827,0.993954,0.008775592
0.99207735,0.9855234,0.004347603,0.9770021,0.9940447,0.006553948
0.9923233,0.98297614,0.004750807,0.9736646,0.9922877,0.009347141
0.99236685,0.98162323,0.0050837076,0.9716592,0.9915873,0.010743618
0.99222344,0.98191756,0.0048898603,0.97233343,0.9915017,0.0103058815
0.992104,0.9895749,0.0045443196,0.98066807,0.99848175,0.0025290847
0.99201894,0.9885838,0.0038873935,0.98096454,0.99620306,0.003435135
0.9909985,0.98627174,0.00518988,0.97609955,0.9964439,0.0047267675
0.9923069,0.98906606,0.0034690902,0.98226666,0.99586546,0.0032408237
0.99238276,0.9887496,0.0041983803,0.9805208,0.99697846,0.0036331415
0.99247354,0.990259,0.003985592,0.9824472,0.9980708,0.002214551
0.9924519,0.9920018,0.0038665952,0.9844232,0.9995803,0.00045013428
0.99244195,0.99009794,0.0039903326,0.9822769,0.99791896,0.0023440123
0.992427,0.9912216,0.0039231423,0.98353225,0.99891096,0.0012053847
0.9923468,0.99104345,0.0039028532,0.98339385,0.99869305,0.0013033748
0.99209714,0.9897185,0.003223079,0.98340124,0.99603575,0.0023786426
0.9918616,0.99057823,0.0035688977,0.9835832,0.99757326,0.0012833476
0.9916664,0.97193336,0.0035614483,0.96495295,0.9789138,0.019733012
0.9914818,0.9828087,0.0036685118,0.9756184,0.989999,0.008673072
0.99134827,0.99118114,0.0037266694,0.9838769,0.9984854,0.00016713142
0.99128306,0.99054193,0.0041483827,0.9824111,0.9986728,0.00074112415
0.9912465,0.9900284,0.0044159684,0.9813731,0.9986837,0.0012181401
0.9912002,0.9900995,0.0041137678,0.98203653,0.99816245,0.001100719
0.9911446,0.98945206,0.0043248027,0.98097545,0.9979287,0.0016925335
0.9910828,0.98905694,0.003746726,0.98171335,0.99640054,0.0020258427
0.99106264,0.99014795,0.0044852616,0.98135686,0.99893904,0.0009146929
0.9910181,0.989884,0.0036757865,0.9826795,0.99708855,0.0011340976
0.99099994,0.9884117,0.00398318,0.9806047,0.99621874,0.0025882125
0.9910931,0.98761106,0.003998206,0.9797746,0.9954475,0.0034820437
0.99111533,0.98963296,0.0044055623,0.98099804,0.9982679,0.0014823675
0.99100596,0.9884182,0.0036559664,0.98125255,0.9955839,0.0025877357
0.9907989,0.98756117,0.0041890433,0.9793506,0.9957717,0.0032377243
0.99071705,0.9854629,0.0051575205,0.97535414,0.9955717,0.0052541494
0.9905982,0.98428017,0.004320771,0.9758115,0.99274886,0.0063180327
0.990562,0.98331445,0.0034753177,0.97650284,0.9901261,0.007247567
0.9906276,0.9813501,0.0047474843,0.97204506,0.9906552,0.009277463
0.99071616,0.9833595,0.0036229014,0.97625864,0.9904604,0.0073566437
0.99077934,0.9827217,0.003912393,0.97505337,0.99039,0.008057654
0.99077374,0.9865052,0.0040981486,0.9784728,0.9945376,0.004268527
0.99080586,0.98770654,0.0033912905,0.9810596,0.9943535,0.0030993223
0.9907652,0.9875943,0.003775767,0.9801938,0.9949948,0.0031709075
0.99071574,0.9870785,0.0044337264,0.97838837,0.9957686,0.0036372542
0.9907307,0.98741204,0.0036129134,0.9803307,0.99449337,0.0033186674
0.99050885,0.98617697,0.0033946151,0.97952354,0.9928304,0.004331887
0.99011487,0.98598254,0.0038210573,0.9784933,0.9934718,0.0041323304
0.9900899,0.98672885,0.0038820126,0.9791201,0.9943376,0.0033610463
0.9899279,0.98635125,0.005005703,0.9765401,0.9961624,0.0035766363
0.9898502,0.98663783,0.0036136108,0.97955513,0.99372053,0.0032123923
0.98976266,0.9863978,0.0035866848,0.9793679,0.9934277,0.003364861
0.98970646,0.98488075,0.0036595152,0.9777081,0.9920534,0.0048257113
0.9896117,0.9867859,0.0036149807,0.9797005,0.9938713,0.0028257966
0.98953974,0.9852606,0.003988824,0.9774425,0.9930787,0.0042791367
0.9894673,0.9833474,0.0047548385,0.97402793,0.9926669,0.006119907
0.98940516,0.9843075,0.0039387206,0.97658765,0.9920274,0.0050976276
0.98934454,0.9838682,0.0038907232,0.97624236,0.991494,0.0054763556
0.989295,0.9829113,0.004487793,0.9741152,0.9917074,0.006383717
0.9892059,0.9839892,0.0044529242,0.97526145,0.9927169,0.0052167177
0.98914164,0.9862472,0.0040467484,0.97831553,0.99417883,0.0028944612
0.9890895,0.98342866,0.004096745,0.975399,0.9914583,0.005660832
0.98902667,0.9807499,0.0042173974,0.9724838,0.989016,0.008276761
0.9889406,0.9738838,0.003874466,0.9662899,0.98147774,0.015056789
0.9888649,0.97692144,0.0044501107,0.9681992,0.9856437,0.0119434595
0.98879266,0.97703797,0.0046430714,0.9679375,0.9861384,0.011754692
0.98899925,0.97758484,0.005086467,0.96761537,0.9875543,0.011414409
0.9884247,0.97714895,0.004172099,0.9689716,0.9853263,0.011275768
0.9891078,0.978644,0.004595273,0.9696373,0.98765075,0.010463774
0.9890819,0.98086023,0.0045388592,0.97196406,0.9897564,0.008221686
0.9894327,0.9811489,0.003824867,0.9736522,0.9886456,0.008283794
0.9894668,0.9809709,0.004177373,0.97278327,0.9891586,0.008495867
0.98948956,0.99268156,0.004727114,0.98341644,1.0019467,-0.0031920075
0.9894586,0.99080634,0.0038264836,0.9833064,0.9983063,-0.0013477206
0.98893446,0.9907213,0.003862051,0.9831517,0.9982909,-0.001786828
0.9888329,0.9918366,0.0033432362,0.98528385,0.99838936,-0.0030037165
0.988597,0.99123245,0.0040622647,0.9832704,0.9991945,-0.002635479
